,Id,Label,name,Degree,Authority,Modularity.Class,PageRank,Clustering.Coefficient,Number.of.triangles,Eigenvector.Centrality,Eccentricity,Closeness.Centrality,Betweenness.Centrality,ave_view,ave_comment,ave_mylist,ave_starttime,ave_length,Points,training,modify_probability
899.0 ,4741.0 ,4741.0 ,もうやだこの星,9,5.00E-04,15,0.00053,1,36,0.056114896,3,2.311570248,0,237638,5903,1620,2012/1/6 21:23,1160,267698.8672,1,0
900.0 ,4742.0 ,4742.0 ,漫才,9,5.00E-04,21,0.000481,0.75,27,0.052318438,3,2.490082645,18.62410093,3536.5,236.5,81,2011/2/21 17:43,191.5,4973.487221,0,0.068560414
901.0 ,4745.0 ,4745.0 ,東方落語劇場,17,8.99E-04,21,0.000822,0.705882353,96,0.05855873,3,2.495867769,23.55043634,18493.6,359.6,209,2011/1/31 7:57,1283.8,21981.4163,0,0.931233389
902.0 ,4747.0 ,4747.0 ,壷算,10,5.50E-04,21,0.00053,1,45,0.042276999,3,2.554545455,0,13365,231,55,2011/1/23 15:14,1212,14417.09106,0,0.99160898
903.0 ,4751.0 ,4751.0 ,今夜も寝かさないぞっ.,9,5.00E-04,14,0.000572,1,36,0.01911033,3,2.742975207,0,8489.127833,1711.816874,595.8423201,2011/7/9 3:49,668.6246424,18867.17312,0,0.244293075
904.0 ,4753.0 ,4753.0 ,東方二重極,9,5.00E-04,14,0.000507,1,36,0.03349314,3,2.646280992,0,2573,91,6,2010/6/5 16:07,321,2750.898502,0,0.227338735
905.0 ,4759.0 ,4759.0 ,博麗博物館作品リンク,11,5.99E-04,21,0.000551,0.836363636,46,0.053404155,3,2.525619835,9.063009386,4860.5,252,25,2008/7/5 3:58,251,5475.139124,0,0.66126091
906.0 ,4762.0 ,4762.0 ,東方手描き一発ネタ,10,5.50E-04,14,0.00051,0.8,36,0.05856592,3,2.5,4.801379959,23095.66667,551.6666667,257,2009/4/11 10:37,63,27489.60192,0,0.058149855
907.0 ,4763.0 ,4763.0 ,最低速の別れの歌,9,5.00E-04,21,0.000525,1,36,0.024739691,3,2.718181818,0,12202,701,83,2008/8/12 22:40,180,14110.15917,0,0.785248253
908.0 ,4766.0 ,4766.0 ,ししゃも,9,5.00E-04,17,0.000588,1,36,0.035456741,3,2.336363636,0,2029,242,33,2008/9/28 15:34,156,2740.581597,0,0.02258441
909.0 ,4776.0 ,4776.0 ,ゆっダン,10,5.50E-04,21,0.00052,1,45,0.027736115,3,2.768595041,0,5503,105,17,2008/11/30 19:47,36,5861.04,0,0.901050075
910.0 ,4841.0 ,4841.0 ,妖怪いちたりない,9,5.00E-04,8,0.00054,1,36,0.040692957,3,2.41322314,0,8785.333333,229.6666667,37.66666667,2012/6/27 21:16,725.3333333,9574.173343,0,0.011121642
911.0 ,4887.0 ,4887.0 ,静岡県,10,5.50E-04,4,0.000542,1,45,0.034037563,3,2.653719008,0,2065,59.75,20,2012/8/14 20:08,457.5,2423.085441,0,0.008733937
912.0 ,4930.0 ,4930.0 ,迷兵器で行こうシリーズ,9,5.00E-04,4,0.00056,1,36,0.014569,3,2.808264463,0,15647,251.3333333,121.6666667,2013/1/3 23:12,220,17719.39023,0,0.007030053
913.0 ,4936.0 ,4936.0 ,迷列車派生シリーズ,10,5.50E-04,4,6.00E-04,0.844444444,38,0.018278406,3,2.802479339,6.143831072,17529.63636,389.5454545,167.8181818,2012/1/27 2:14,354,20428.06478,0,0.007078029
914.0 ,5007.0 ,5007.0 ,期待の狂人,13,6.99E-04,22,0.000712,0.717948718,56,0.0681113,3,2.368595041,34.45479246,18763.85714,267,321,2013/4/9 10:52,647.8571429,23842.17331,0,0.222452278
915.0 ,5039.0 ,5039.0 ,腹筋崩壊,13,6.99E-04,22,0.000713,0.58974359,46,0.064422577,3,2.300826446,207.1547743,39631,1429.727273,239.2727273,2011/1/1 17:52,883,44600.32375,0,0.961684521
916.0 ,5063.0 ,5063.0 ,棒歌ロイド殿堂入り,9,5.00E-04,21,0.000514,1,36,0.027601908,3,2.662809917,0,390470.5,14231.5,6059,2008/12/17 11:28,187.5,495093.9259,1,0
917.0 ,5080.0 ,5080.0 ,本末転倒,9,5.00E-04,22,0.000557,1,36,0.048266719,3,2.410743802,0,37180,889,93,2010/4/3 23:04,695,39443.29037,0,0.597186871
918.0 ,5083.0 ,5083.0 ,バトレボゆっくり実況part1リンク,9,5.00E-04,22,0.000519,1,36,0.06406564,3,2.279338843,0,435,17,1,2010/8/4 19:15,408,466.3620309,1,0
919.0 ,5086.0 ,5086.0 ,初期配置に首都建設,9,5.00E-04,22,0.000559,1,36,0.055744941,3,2.29338843,0,3331,334,2,2011/4/11 19:53,351,3664.578402,0,0.036962471
920.0 ,5087.0 ,5087.0 ,バグに愛されし者,9,5.00E-04,22,0.000568,1,36,0.047772181,3,2.410743802,0,40966,499,66,2012/4/18 23:46,781,42449.00445,0,0.297402899
921.0 ,5090.0 ,5090.0 ,ファイト一発.充電ちゃん..,9,5.00E-04,22,0.00057,1,36,0.047561731,3,2.410743802,0,8008.040253,1998.281779,327.0040474,2011/6/30 1:23,866.9717881,14524.95053,0,0.613537895
922.0 ,5094.0 ,5094.0 ,燻製,10,5.50E-04,4,0.000536,1,45,0.032804899,3,2.652892562,0,941.5,33.5,5,2010/6/23 15:45,260,1048.854847,1,0
923.0 ,5095.0 ,5095.0 ,秘封倶楽部,12,6.49E-04,22,0.000625,0.560606061,37,0.064880087,3,2.229752066,43.3260795,12578.75,187.75,301.5,2012/9/6 10:10,614.75,17286.30257,0,0.354764287
924.0 ,5096.0 ,5096.0 ,浜松,10,5.50E-04,4,0.000542,1,45,0.034037563,3,2.653719008,0,805,41,8,2012/5/11 20:43,424,964.0316159,1,0
925.0 ,5098.0 ,5098.0 ,フジッリ,10,5.50E-04,4,0.000598,1,45,0.013657525,4,2.880991736,0,366,19,5,2011/7/21 0:56,280,459.074359,1,0
926.0 ,5101.0 ,5101.0 ,妖精大冒険,9,5.00E-04,14,0.000512,1,36,0.048723354,3,2.233884298,0,1626,53,9,2012/3/3 17:57,532,1812.3359,1,0
927.0 ,5103.0 ,5103.0 ,条件付き確率,9,5.00E-04,21,0.000506,1,36,0.027148524,4,2.751239669,0,2148,81,58,2012/3/5 6:17,307,3096.131176,0,0.27102111
928.0 ,5106.0 ,5106.0 ,会社からは逃れられないようだ,9,5.00E-04,4,0.000589,1,36,0.034047805,3,2.384297521,0,127213,4839,397,2010/10/2 18:24,1028,137830.208,1,0
929.0 ,5107.0 ,5107.0 ,出ぼっち,10,5.50E-04,4,0.000611,1,45,0.035597417,3,2.383471074,0,253408,15001,465,2010/10/9 13:46,867,274547.0652,1,0
930.0 ,5108.0 ,5108.0 ,ルイズぅぅうううわぁあああああん,9,5.00E-04,21,0.000538,1,36,0.019776277,3,2.766115702,0,5915,94,13,2010/3/21 14:01,416,6202.532713,0,0.895361999
931.0 ,5109.0 ,5109.0 ,月読ショウタ,12,6.49E-04,18,0.000717,0.651515152,43,0.056111967,3,2.21322314,327.3717311,6533,188,89.5,2011/2/11 13:39,462,8058.310366,0,0.401358913
932.0 ,5113.0 ,5113.0 ,始めなくても動く,10,5.50E-04,9,0.000527,1,45,0.033198437,3,2.69338843,0,4981,106,24,2010/5/23 5:31,22,5444.801604,0,0.08217995
933.0 ,5117.0 ,5117.0 ,呪の祟り,9,5.00E-04,9,0.000501,1,36,0.034780827,3,2.659504132,0,20607,814,46,2010/8/8 18:09,523,22080.13421,0,0.195639695
934.0 ,5126.0 ,5126.0 ,衛星,30,0.001548684,21,0.001417977,0.43908046,191,0.061951395,3,2.566942149,459.4932405,60889.61538,711.4615385,253.3846154,2011/2/13 19:24,198.6923077,65393.66279,0,0.706250003
935.0 ,5127.0 ,5127.0 ,小惑星,12,6.49E-04,21,0.000613,0.787878788,52,0.041822017,3,2.652892562,25.34530122,35958.33333,311.3333333,113,2011/4/30 20:49,184,37962.00253,0,0.425897295
936.0 ,5130.0 ,5130.0 ,篇那唆凪,9,5.00E-04,22,0.000564,1,36,0.052885755,3,2.410743802,0,477780,5139,12278,2010/3/15 21:21,523,667035.6691,1,0
937.0 ,5132.0 ,5132.0 ,戦わなければ生き残れない.,9,5.00E-04,3,0.000618,1,36,0.046124542,3,2.410743802,0,15039.78026,1027.309599,571.9863037,2011/6/24 18:33,782.121533,24583.45751,0,0.056115699
938.0 ,5133.0 ,5133.0 ,仕方ないね,9,5.00E-04,22,0.000548,1,36,0.054438556,3,2.410743802,0,57380,1967,871,2011/5/6 16:10,1208,72347.74863,0,0.959103759
939.0 ,5137.0 ,5137.0 ,東方野球,9,5.00E-04,22,0.000541,1,36,0.06311149,3,2.266115702,0,4871,250,62,2011/7/21 5:11,1249,6038.941347,0,0.922591833
940.0 ,5138.0 ,5138.0 ,同人ＳＴＧ,9,5.00E-04,15,0.000589,1,36,0.035276301,3,2.42892562,0,1563,47,21,2011/7/22 7:02,766,1923.645616,1,0
941.0 ,5140.0 ,5140.0 ,ゆっくりグラディウス,9,5.00E-04,22,0.000558,1,36,0.053393373,3,2.410743802,0,14085,525,127,2010/11/22 17:29,1091,16496.29708,0,0.943063733
942.0 ,5154.0 ,5154.0 ,優雅な戦闘,9,5.00E-04,22,0.000553,1,36,0.057517208,3,2.403305785,0,57707,2180,221,2012/5/13 18:57,1008,63122.93565,0,0.779673171
943.0 ,5159.0 ,5159.0 ,卓ゲm@ster,19,9.99E-04,22,0.000976,0.590643275,101,0.076971853,3,2.354545455,59.52855547,1129.428571,52,24.85714286,2013/5/9 12:20,624.7142857,1552.044122,1,0
944.0 ,5161.0 ,5161.0 ,最後まで見たらSANチェック,9,5.00E-04,22,0.000537,1,36,0.041664404,3,2.423140496,0,61569,146,718,2012/2/23 22:46,130,72484.65858,0,0.0102029
945.0 ,5162.0 ,5162.0 ,ワンキル卓,9,5.00E-04,22,0.000516,1,36,0.058721929,3,2.403305785,0,16096,234,68,2012/2/25 7:22,467,17346.66081,0,0.088152736
946.0 ,5164.0 ,5164.0 ,ゆっくり歌うクトゥルフの叫び,9,5.00E-04,8,0.00054,1,36,0.040692957,3,2.41322314,0,1915,65,12,2012/10/13 9:19,458,2157.879016,0,0.002570817
947.0 ,5165.0 ,5165.0 ,旧支配者のキャロル,9,5.00E-04,22,0.000544,1,36,0.041528064,3,2.414876033,0,24450,277,45,2012/10/13 12:06,169,25398.90259,0,0.012243124
948.0 ,5174.0 ,5174.0 ,紅華猫,9,5.00E-04,12,0.000562,1,36,0.04014157,3,2.423140496,0,15830,539,80,2012/10/19 0:40,1177,17551.33808,0,0.386644938
949.0 ,5175.0 ,5175.0 ,新たな世界が開けたおじいさん,9,5.00E-04,22,0.000559,1,36,0.040399805,3,2.423966942,0,20142,766,86,2012/10/19 4:49,831,22170.05125,0,0.367135861
950.0 ,5176.0 ,5176.0 ,ランサーが死んだ..,10,5.50E-04,19,0.000619,1,45,0.037563383,3,2.423140496,0,29961.17566,804.3681747,251.0468552,2011/5/28 7:17,754.931888,34510.3866,0,0.371366511
951.0 ,5178.0 ,5178.0 ,口先の高速魔術師,10,5.50E-04,6,0.000588,1,45,0.0427068,3,2.407438017,0,10946,460,35,2012/10/20 0:13,736,11912.50511,0,0.020757574
952.0 ,5180.0 ,5180.0 ,ゆっくり若本,9,5.00E-04,22,0.000553,1,36,0.057517208,3,2.403305785,0,43121,1239,201,2012/10/20 14:49,770,47340.55012,0,0.44194876
953.0 ,5181.0 ,5181.0 ,三騎士物語,9,5.00E-04,22,0.000558,1,36,0.054628677,3,2.403305785,0,13887,864,61,2012/10/21 4:09,1584,15615.60194,0,0.986668283
954.0 ,5186.0 ,5186.0 ,擬態の新人,10,5.50E-04,14,0.000545,1,45,0.033701408,3,2.636363636,0,11160,351,109,2010/10/3 21:17,481,13135.3975,0,0.66434996
955.0 ,5188.0 ,5188.0 ,止めても動く,31,0.001598641,9,0.001398824,0.425806452,198,0.100831461,3,2.412396694,527.499377,50952.5,1314.416667,1033,2010/3/23 10:43,135.1666667,67729.50215,0,0.780222984
956.0 ,5189.0 ,5189.0 ,宇宙生物学,13,6.99E-04,21,0.000705,0.846153846,66,0.031514011,3,2.690082645,1.714285714,31603,574,154,2010/12/4 0:00,342.5,34476.80929,0,0.953979035
957.0 ,5191.0 ,5191.0 ,最寄り駅.衛星.,10,5.50E-04,21,0.000538,1,45,0.024241483,3,2.797520661,0,24776.60791,1347.414343,271.3640136,2011/6/4 3:26,522.6357184,30125.70053,0,0.940828766
958.0 ,5201.0 ,5201.0 ,英国面,9,5.00E-04,4,0.00056,1,36,0.014569,3,2.808264463,0,6788,136.5,55,2012/5/1 7:12,329.5,7746.830432,0,0.009621546
959.0 ,5206.0 ,5206.0 ,新たなる(苔桃の)レイヴン,9,5.00E-04,22,0.00058,1,36,0.049960355,3,2.410743802,0,18705,521,41,2010/3/16 15:21,601,19826.91161,0,0.478527974
960.0 ,5213.0 ,5213.0 ,処刑用BGM,9,5.00E-04,22,0.00056,1,36,0.050540604,3,2.410743802,0,36267,1594,76,2011/10/2 18:19,1586,38934.02486,0,0.98648566
961.0 ,5216.0 ,5216.0 ,ご褒美回,9,5.00E-04,22,0.000557,1,36,0.050619561,3,2.410743802,0,29924,581,59,2010/9/15 19:13,556,31378.9556,0,0.383176059
962.0 ,5218.0 ,5218.0 ,主人公は厨二病患者,9,5.00E-04,9,0.000516,1,36,0.025363762,3,2.725619835,0,30457,610,444,2010/5/26 2:22,290,37715.19143,0,0.11274058
963.0 ,5219.0 ,5219.0 ,超展開,7,4.00E-04,9,0.000406,0.619047619,13,0.036279475,3,2.545454545,43.62785711,20605.5,885.5,155.5,2010/9/18 13:29,390.5,23787.27658,0,0.01852872
964.0 ,5223.0 ,5223.0 ,松崎し.,9,5.00E-04,9,0.000517,1,36,0.012561941,4,2.947933884,0,6800.078812,1110.830188,484.1162279,2011/7/1 20:57,647.7453532,15025.66731,0,0.170520007
965.0 ,5229.0 ,5229.0 ,母は強し.迫真.,9,5.00E-04,9,0.000514,1,36,0.018719738,4,2.847933884,0,11850.16013,1234.758451,388.7846951,2011/7/15 12:40,686.8123053,18803.53315,0,0.142635975
966.0 ,5236.0 ,5236.0 ,秋のゆっくりアッー祭,9,5.00E-04,9,0.000528,1,36,0.019848721,3,2.790909091,0,5962,175,34,2011/9/25 17:41,176,6642.037271,0,0.020010656
967.0 ,5241.0 ,5241.0 ,ヨーセン,10,5.50E-04,14,0.000535,1,45,0.039920042,3,2.590082645,0,9795,145,50,2009/12/5 11:55,92,10687.8954,0,0.254900811
968.0 ,5246.0 ,5246.0 ,昭和大学,10,5.50E-04,21,0.00061,1,45,0.015930132,3,2.81322314,0,10743,442,81,2011/7/1 3:23,260,12382.65897,0,0.785703289
969.0 ,5249.0 ,5249.0 ,三國志リターンズ,9,5.00E-04,16,0.000585,1,36,0.03461143,3,2.395041322,0,316,4,2,2012/6/7 16:50,374,349.9503106,1,0
970.0 ,5252.0 ,5252.0 ,できる椛,9,5.00E-04,14,0.000529,1,36,0.054090825,3,2.36446281,0,1374,59,8,2013/3/23 20:15,478,1550.584316,1,0
971.0 ,5256.0 ,5256.0 ,ゆっくり映画館,9,5.00E-04,22,0.000558,1,36,0.05349245,3,2.410743802,0,11580,631,15,2010/11/23 20:21,695,12403.43326,0,0.681618607
972.0 ,5257.0 ,5257.0 ,謎の技術,15,7.99E-04,9,0.00073,0.666666667,70,0.08983108,3,2.125619835,519.4635778,85585.375,2685.625,1559.125,2010/9/11 20:24,266.375,111577.5837,1,0
973.0 ,5263.0 ,5263.0 ,レインボーシックスベガス2,9,5.00E-04,14,0.000549,1,36,0.055428411,3,2.395041322,0,17245,552,48,2010/9/29 21:25,541,18499.92496,0,0.143704807
974.0 ,5265.0 ,5265.0 ,守りたかった.この笑顔,9,5.00E-04,5,0.000581,1,36,0.051740643,3,2.410743802,0,9062.263848,744.1200211,622.3030841,2011/7/21 2:07,799.1281633,19087.8348,0,0.080990623
975.0 ,5274.0 ,5274.0 ,当然だぁ.,9,5.00E-04,22,0.000551,1,36,0.055867084,3,2.384297521,0,10138.52359,1516.202096,612.9893481,2011/7/14 16:58,553.8419813,20662.17414,0,0.159593735
976.0 ,5278.0 ,5278.0 ,リュウとモリガン,9,5.00E-04,22,0.000581,1,36,0.051740643,3,2.410743802,0,15036,795,54,2010/11/17 0:56,1295,16601.21246,0,0.970919724
977.0 ,5281.0 ,5281.0 ,妄想ハッピーエンド,9,5.00E-04,0,0.000581,1,36,0.051740643,3,2.410743802,0,361228,33452,2629,2011/5/8 21:42,1390,431298.461,1,0
978.0 ,5283.0 ,5283.0 ,亀フェル,9,5.00E-04,22,0.00057,1,36,0.052120554,3,2.410743802,0,13117,466,33,2011/5/11 0:51,404,14062.05141,0,0.122014653
979.0 ,5284.0 ,5284.0 ,物語は紡ぎ紡がれていく,10,5.50E-04,22,0.000587,1,45,0.056272192,3,2.409917355,0,11705,497,56,2011/5/13 13:37,1632,13021.84916,0,0.994927888
980.0 ,5285.0 ,5285.0 ,北斗無双,10,5.50E-04,13,0.000586,1,45,0.055206995,3,2.400826446,0,9101,511,50,2011/5/15 13:08,1414,10334.97444,0,0.979085478
981.0 ,5290.0 ,5290.0 ,東方ハートフル物語,12,6.49E-04,14,0.000633,0.954545455,63,0.041819903,3,2.582644628,5.872636345,19831.5,392,434,2010/12/10 11:24,209.5,26726.06135,0,0.571038735
982.0 ,5291.0 ,5291.0 ,手加減を知らない二人,10,5.50E-04,14,0.000574,1,45,0.026934129,3,2.680991736,0,9947,314,69,2012/1/2 4:09,850,11286.45537,0,0.48059186
983.0 ,5292.0 ,5292.0 ,射命丸文,9,5.00E-04,14,0.000522,1,36,0.025026836,3,2.681818182,0,22857,497,174,2013/3/26 16:36,290,25953.50149,0,0.021377796
984.0 ,5294.0 ,5294.0 ,マルコブカラッパ,10,5.50E-04,14,0.000629,1,45,0.020088557,3,2.72892562,0,374,19,5,2015/10/13 2:29,282,467.0929648,1,0
985.0 ,5295.0 ,5295.0 ,月光蝶を呼ぶんじゃない.,10,5.50E-04,14,0.000552,1,45,0.032371272,3,2.676859504,0,21596.62049,1086.390721,158.5568809,2011/5/30 18:26,670.4657088,25009.69351,0,0.612057875
986.0 ,5298.0 ,5298.0 ,妄想厨,9,5.00E-04,15,0.000559,1,36,0.038721843,3,2.328099174,0,333,128,6,2011/5/11 0:04,1715,515.9164882,1,0
987.0 ,5302.0 ,5302.0 ,埼玉県民ホイホイ,13,6.99E-04,8,0.000716,0.641025641,50,0.047629654,3,2.185950413,1415.671359,169083,4219,1413,2011/10/14 8:46,627.5,194395.12,1,0
988.0 ,5306.0 ,5306.0 ,ぴいた,9,5.00E-04,14,0.000601,1,36,0.035644463,3,2.332231405,0,10851,696,66,2012/10/13 11:36,861,12495.28675,0,0.024860413
989.0 ,5310.0 ,5310.0 ,東方宇宙農,9,5.00E-04,14,0.000507,1,36,0.03349314,3,2.646280992,0,2573,91,6,2010/6/5 16:07,321,2750.898502,0,0.227338735
990.0 ,5311.0 ,5311.0 ,北白河ちゆり,10,5.50E-04,14,0.000518,1,45,0.046301685,3,2.566115702,0,4732,195,71,2010/7/7 7:59,337,5984.391957,0,0.324347292
991.0 ,5313.0 ,5313.0 ,人柱アリス,10,5.50E-04,8,0.000542,1,45,0.023172894,3,2.798347107,0,2852,175,34,2011/3/22 18:14,302,3526.9951,0,0.129474979
992.0 ,5319.0 ,5319.0 ,東方を描いてみた,11,5.99E-04,21,0.000573,0.836363636,46,0.059591286,3,2.252892562,21.31792414,2269.333333,90,28,2009/9/21 19:04,553.3333333,2775.940426,0,0.49179909
993.0 ,5323.0 ,5323.0 ,東方マウスカーソル,11,5.99E-04,21,0.000548,0.909090909,50,0.076588523,3,2.094214876,6.615431462,4451.333333,79.66666667,27.33333333,2008/9/3 15:22,105.3333333,4939.607653,0,0.071930397
994.0 ,5325.0 ,5325.0 ,ポップン,9,5.00E-04,17,0.000588,1,36,0.035456741,3,2.336363636,0,2029,242,33,2008/9/28 15:34,156,2740.581597,0,0.02258441
995.0 ,5328.0 ,5328.0 ,忙しい人向けシリーズ,13,6.99E-04,4,0.000659,0.717948718,56,0.04745994,3,2.542975207,61.35649453,1158.5,26,11.5,2009/10/16 6:23,180.5,1356.434783,1,0
996.0 ,5330.0 ,5330.0 ,ゆっくりしね,10,5.50E-04,1,0.000598,1,45,0.016985389,3,2.82892562,0,3780,111,25,2008/11/24 17:53,556,4262.853677,0,0.259950809
997.0 ,5331.0 ,5331.0 ,東方暴月弾,10,5.50E-04,21,0.00052,1,45,0.027736115,3,2.768595041,0,5503,105,17,2008/11/30 19:47,36,5861.04,0,0.901050075
998.0 ,5332.0 ,5332.0 ,気分がZU.N,10,5.50E-04,21,0.000547,1,45,0.029740289,3,2.671900826,0,34768.72062,874.4177327,237.7064871,2011/6/18 20:26,819.8912545,39187.42606,0,0.957481359
999.0 ,5335.0 ,5335.0 ,東方萃香無双,10,5.50E-04,14,0.000536,1,45,0.030537289,3,2.707438017,0,21528,1289,325,2012/3/27 18:51,792,27620.20322,0,0.482470372
1000.0 ,5336.0 ,5336.0 ,わるゐこの方の有野,9,5.00E-04,9,0.000472,1,36,0.034910946,3,2.712396694,0,16048,259,21,2012/4/12 23:12,599,16617.89166,0,0.077869612
1001.0 ,5340.0 ,5340.0 ,何やってんだ俺,9,5.00E-04,21,0.000492,1,36,0.031966569,3,2.704132231,0,5259,326,42,2009/3/9 23:28,249,6196.113204,0,0.822905207
1002.0 ,5362.0 ,5362.0 ,制限プレイpart1リンク,10,5.50E-04,22,0.000578,1,45,0.058915022,3,2.394214876,0,24852,392,273.6,2010/12/5 11:13,714.4,29341.97812,0,0.800804192
1003.0 ,5481.0 ,5481.0 ,顔芸,13,6.99E-04,14,0.00066,0.551282051,43,0.062989883,3,2.237190083,385.2093227,19717,485.25,72.25,2012/5/8 8:28,341.75,21274.38602,0,0.177042313
1004.0 ,5483.0 ,5483.0 ,濃霧注意報,9,5.00E-04,22,0.000532,1,36,0.055879201,3,2.403305785,0,12573.66667,307,81.33333333,2013/5/2 16:07,712.6666667,14093.39549,0,0.246573044
1005.0 ,5491.0 ,5491.0 ,祭り,10,5.50E-04,4,0.000542,1,45,0.034037563,3,2.653719008,0,7946.2,167.4,19.2,2012/2/15 11:21,521,8398.154353,0,0.014946342
1006.0 ,5554.0 ,5554.0 ,初見殺し,9,5.00E-04,14,0.000529,1,36,0.054090825,3,2.36446281,0,11539,309.5,86.5,2012/8/10 4:31,1032.5,13137.97401,0,0.391288452
1007.0 ,5556.0 ,5556.0 ,納得の感動,17,8.99E-04,7,0.000951,0.639705882,87,0.063327484,3,2.395041322,20.01055601,41785.66667,1845.666667,476,2011/10/17 8:20,1008,50694.10161,0,0.806007914
1008.0 ,5562.0 ,5562.0 ,月読家実況プレイ,9,5.00E-04,18,6.00E-04,1,36,0.03457357,3,2.428099174,0,20329.25,623.75,118.75,2011/7/29 6:31,908,22715.78622,0,0.207259973
1009.0 ,5565.0 ,5565.0 ,音程が来い,24,0.001248938,21,0.001150513,0.460144928,127,0.065132081,3,2.485950413,247.8062609,9348.625,758.25,138.75,2010/3/2 12:47,270.875,12132.00904,0,0.643141078
1010.0 ,5590.0 ,5590.0 ,リア充爆発した,10,5.50E-04,22,0.000591,1,45,0.057104317,3,2.409917355,0,146518.3333,12446.66667,282,2010/7/4 14:08,853.3333333,162222.1747,1,0
1011.0 ,5612.0 ,5612.0 ,正統派かわいいゆっくりシリーズ,10,5.50E-04,8,0.000579,1,45,0.017330806,3,2.824793388,0,59565.5,2465.714286,1622.642857,2011/5/18 19:09,252,86275.34452,0,0.091392489
1012.0 ,5616.0 ,5616.0 ,肺気音,9,5.00E-04,22,0.000557,1,36,0.048266719,3,2.410743802,0,37180,889,93,2010/4/3 23:04,695,39443.29037,0,0.597186871
1013.0 ,5618.0 ,5618.0 ,聖戦の系譜,10,5.50E-04,22,0.00058,1,45,0.056642903,3,2.409917355,0,9328.333333,231.6666667,48,2010/5/31 7:57,820,10274.41409,0,0.810090779
1014.0 ,5621.0 ,5621.0 ,平原牛は飯じゃなくてハンマー,9,5.00E-04,22,0.000559,1,36,0.055744941,3,2.29338843,0,3331,334,2,2011/4/11 19:53,351,3664.578402,0,0.036962471
1015.0 ,5624.0 ,5624.0 ,咲夜,9,5.00E-04,21,0.000483,1,36,0.05844955,3,2.275206612,0,48522,1087,1424,2009/11/11 23:01,228,70945.84696,0,0.065628028
1016.0 ,5634.0 ,5634.0 ,浜松まつり,10,5.50E-04,4,0.000542,1,45,0.034037563,3,2.653719008,0,805,41,8,2012/5/11 20:43,424,964.0316159,1,0
1017.0 ,5638.0 ,5638.0 ,国道168号線,10,5.50E-04,4,0.000568,1,45,0.022887805,3,2.73553719,0,420,27,2,2012/3/4 5:37,780,475.376392,1,0
1018.0 ,5641.0 ,5641.0 ,怒りの帰宅,9,5.00E-04,4,0.000589,1,36,0.034047805,3,2.384297521,0,127213,4839,397,2010/10/2 18:24,1028,137830.208,1,0
1019.0 ,5642.0 ,5642.0 ,夢の国チキンレース,10,5.50E-04,4,0.000611,1,45,0.035597417,3,2.383471074,0,253408,15001,465,2010/10/9 13:46,867,274547.0652,1,0
1020.0 ,5662.0 ,5662.0 ,金をかけるゲーム,9,5.00E-04,3,0.000618,1,36,0.046124542,3,2.410743802,0,2018,105,20,2011/5/6 1:33,794,2417.855343,0,0.07751097
1021.0 ,5663.0 ,5663.0 ,仕方ないねの人,9,5.00E-04,22,0.000548,1,36,0.054438556,3,2.410743802,0,57380,1967,871,2011/5/6 16:10,1208,72347.74863,0,0.959103759
1022.0 ,5665.0 ,5665.0 ,古明地こいし,9,5.00E-04,22,0.000536,1,36,0.056637473,3,2.391735537,0,17534,427,235,2012/5/10 20:22,300,21475.97972,0,0.022554174
1023.0 ,5666.0 ,5666.0 ,中毒性の高い動画,9,5.00E-04,22,0.000557,1,36,0.053736815,3,2.410743802,0,147683,6815,1766,2012/5/12 14:02,980,180690.7836,1,0
1024.0 ,5668.0 ,5668.0 ,梅津る,9,5.00E-04,22,0.000541,1,36,0.06311149,3,2.266115702,0,4871,250,62,2011/7/21 5:11,1249,6038.941347,0,0.922591833
1025.0 ,5669.0 ,5669.0 ,犬丼帝国,9,5.00E-04,15,0.000589,1,36,0.035276301,3,2.42892562,0,1563,47,21,2011/7/22 7:02,766,1923.645616,1,0
1026.0 ,5672.0 ,5672.0 ,最強の敵：通路,9,5.00E-04,2,0.00058,1,36,0.0524572,3,2.410743802,0,1963,116,33,2010/11/21 16:07,918,2567.628788,0,0.655219068
1027.0 ,5676.0 ,5676.0 ,期待の飼い主,9,5.00E-04,22,0.000542,1,36,0.054707788,3,2.410743802,0,2175,203,37,2012/3/4 21:09,768,2915.936232,0,0.389091791
1028.0 ,5682.0 ,5682.0 ,空気が読めないことに定評のあるうｐ主,9,5.00E-04,22,0.000563,1,36,0.053005966,3,2.410743802,0,40035,1113,704,2011/10/2 11:59,989,51678.4012,0,0.891444505
1029.0 ,5683.0 ,5683.0 ,建築伝説の始まり,9,5.00E-04,22,0.000524,1,36,0.059925098,3,2.367768595,0,19985,473,413,2011/10/4 0:31,1223,26642.28039,0,0.965475063
1030.0 ,5686.0 ,5686.0 ,全神話生物が泣いた,10,5.50E-04,22,0.000571,1,45,0.051987214,3,2.274380165,0,14567,498,39,2012/4/3 23:14,266,15633.58024,0,0.008468673
1031.0 ,5687.0 ,5687.0 ,妖怪と人間の価値感の相違,9,5.00E-04,22,0.000512,1,36,0.045569177,3,2.423966942,0,13307,387,35,2012/4/11 20:56,329,14208.09105,0,0.029695005
