"","Id","Label","name","次数","Weighted.Degree","Authority","Hub","Modularity.Class","PageRank","Component.ID","Clustering.Coefficient","Number.of.triangles","Eigenvector.Centrality","Eccentricity","Closeness.Centrality","Betweenness.Centrality","ave_view","ave_comment","ave_mylist","ave_starttime","ave_length","Points","probability","training"
"562",2766,2766,"X.この人でなし.",10,10,"5.50E-04","5.50E-04",19,0.000619,0,1,45,0.037563383,3,2.423140496,0,40457.3056,1390.156379,61.03665249,"2011/5/23 7:03",510.2185088,42716.89857,0.179385040609271,0
"563",2769,2769,"まったり町内物語",10,10,"5.50E-04","5.50E-04",6,0.000588,0,1,45,0.0427068,3,2.407438017,0,10946,460,35,"2012/10/20 0:13",736,11912.50511,0.0439119138896673,0
"564",2771,2771,"ドＭの有効活用",9,9,"5.00E-04","5.00E-04",22,0.000531,0,1,36,0.027858687,3,2.615702479,0,112118,2213,191,"2012/10/21 17:59",856,117153.2364,0.7607821611289,1
"565",2779,2779,"撃つと動く.動くと縮む",10,10,"5.50E-04","5.50E-04",14,0.00053,0,1,45,0.03820941,3,2.620661157,0,41088.13,986.464026,223.6103229,"2011/6/5 18:12",688.6893879,45405.7429,0.578193611923743,0
"566",2780,2780,"ヒ素",13,19,"6.99E-04","6.99E-04",21,0.000705,0,0.846153846,66,0.031514011,3,2.690082645,1.714285714,31603,574,154,"2010/12/4 0:00",342.5,34476.80929,0.930760511361741,0
"567",2782,2782,"先生.タグロックそこじゃないです",9,9,"5.00E-04","5.00E-04",21,0.000504,0,1,36,0.021490405,4,2.814876033,0,9419.881124,1455.878265,512.7876247,"2011/7/9 10:50",761.2766428,18381.45858,0.707913526809881,0
"568",2783,2783,"ミマス",10,10,"5.50E-04","5.50E-04",21,0.00055,0,1,45,0.0232114,4,2.8,0,68121,673,192,"2011/2/9 17:43",167,71667.43448,0.560289238659853,0
"569",2784,2784,"土星",28,59,"0.001448769","0.001448769",21,0.001355581,0,0.455026455,172,0.046956388,3,2.667768595,211.1394212,60586.16667,519.3333333,165,"2011/2/12 10:03",168.5,63576.0981,0.893725575993237,0
"570",2785,2785,"出オチ",23,26,"0.001198981","0.001198981",21,0.001054142,0,0.312252964,79,0.111570832,3,2.090909091,909.8682346,88162.85714,6254.142857,728.5,"2011/3/19 1:53",706.8571429,104933.4001,0.869190596522302,1
"571",2788,2788,"クサメタル",10,10,"5.50E-04","5.50E-04",8,0.000588,0,1,45,0.016207381,4,2.809917355,0,17042,707,534,"2011/6/16 2:50",243,25731.66045,0.129394857916027,0
"572",2791,2791,"棒読みちゃん",13,31,"6.99E-04","6.99E-04",21,0.000738,0,0.615384615,48,0.040464004,3,2.618181818,291.8032642,1454.555556,44.77777778,8.333333333,"2011/6/7 12:28",240.5555556,1623.003431,0.124060644011239,1
"573",2793,2793,"はいてない",9,9,"5.00E-04","5.00E-04",14,0.000508,0,1,36,0.031621207,3,2.626446281,0,11671,439,128,"2012/1/1 12:02",518,14014.25225,0.115585724506745,0
"574",2796,2796,"プラモデル",9,18,"5.00E-04","5.00E-04",21,0.000522,0,1,36,0.030192126,3,2.665289256,0,6484,82.33333333,48,"2013/3/1 10:49",285,7285.308471,0.102685452897341,0
"575",2798,2798,"バルモビル",9,9,"5.00E-04","5.00E-04",4,0.00056,0,1,36,0.014569,3,2.808264463,0,8728,129,56,"2013/4/6 18:58",266,9695.132952,0.0139508343047678,0
"576",2801,2801,"歴史",31,51,"0.001598641","0.001598641",21,0.001470788,0,0.361290323,168,0.089306693,3,2.50661157,1092.415383,12938.25641,406.4871795,172.8974359,"2011/11/27 16:49",560.5897436,15925.98171,0.818906066120507,0
"577",2804,2804,"経済",11,35,"5.99E-04","5.99E-04",14,0.000573,0,0.945454545,52,0.046128864,3,2.558677686,0.375,976.625,53.625,10.75,"2013/8/5 4:58",295.375,1188.737617,0.0125406359904453,1
"578",2806,2806,"こんにちは.死ね.",9,9,"5.00E-04","5.00E-04",22,0.00058,0,1,36,0.049960355,3,2.410743802,0,3404.057904,1107.482013,301.3427574,"2011/7/16 13:46",504.1644559,8776.84099,0.150896519618318,0
"579",2807,2807,"フンフンディフェンス",10,10,"5.50E-04","5.50E-04",22,0.000577,0,1,45,0.054063494,3,2.40661157,0,51482,2326,123,"2011/5/6 14:21",1429,55552.68152,0.990733193034657,0
"580",2820,2820,"ゴッド通り魔",9,9,"5.00E-04","5.00E-04",22,0.00056,0,1,36,0.050540604,3,2.410743802,0,36267,1594,76,"2011/10/2 18:19",1586,38934.02486,0.991264752009653,0
"581",2825,2825,"キティのことか",9,9,"5.00E-04","5.00E-04",9,0.000493,0,1,36,0.028841922,3,2.725619835,0,4177,103,10,"2010/6/16 20:49",184,4427.52704,0.15827069121988,0
"582",2826,2826,"夏です",16,50,"8.49E-04","8.49E-04",9,0.000816,0,0.666666667,80,0.042979705,3,2.653719008,22.79401625,17094.875,648,46.375,"2010/7/24 8:24",460.625,18414.89563,0.271644382637422,0
"583",2830,2830,"怖い話",31,125,"0.001598641","0.001598641",9,0.001399641,0,0.410752688,191,0.083267993,3,2.566115702,419.7581536,4380.62201,59.58851675,6.344497608,"2014/10/10 19:15",335.7033493,4534.579442,0.697663591758928,0
"584",2846,2846,"ホモ",9,9,"5.00E-04","5.00E-04",9,0.000528,0,1,36,0.019848721,3,2.790909091,0,5962,175,34,"2011/9/25 17:41",176,6642.037271,0.0365424273142708,0
"585",2851,2851,"ゆっくり魔理沙",17,36,"8.99E-04","8.99E-04",14,0.000787,0,0.764705882,104,0.085427224,3,2.39338843,41.7633074,7456.75,132.125,97.125,"2013/9/21 3:14",338.75,9043.478726,0.0248994287724874,0
"586",2855,2855,"テムザック",10,10,"5.50E-04","5.50E-04",21,0.00061,0,1,45,0.015930132,3,2.81322314,0,10743,442,81,"2011/7/1 3:23",260,12382.65897,0.692942455323914,0
"587",2858,2858,"シナリオクリア",9,9,"5.00E-04","5.00E-04",16,0.000585,0,1,36,0.03461143,3,2.395041322,0,316,4,2,"2012/6/7 16:50",374,349.9503106,0.00511915044680747,1
"588",2861,2861,"ジェットアッパー",9,9,"5.00E-04","5.00E-04",11,0.000577,0,1,36,0.013906713,3,2.880165289,0,475,51,2,"2012/7/8 11:55",200,551.0738636,0.0676162058758156,1
"589",2863,2863,"カルネージハートエクサ",11,35,"5.99E-04","5.99E-04",14,0.00063,0,0.945454545,52,0.056457855,3,2.362809917,0.333333333,1606,91,7.5,"2013/3/23 12:18",652.75,1804.641684,0.029465423368872,1
"590",2867,2867,"アイマスMAD処女作",9,9,"5.00E-04","5.00E-04",22,0.000508,0,1,36,0.046446381,3,2.381818182,0,1033,88,32,"2013/3/31 23:23",782,1594.283608,0.260627268224701,1
"591",2869,2869,"デスなんとかさん",9,9,"5.00E-04","5.00E-04",22,0.000558,0,1,36,0.05349245,3,2.410743802,0,11580,631,15,"2010/11/23 20:21",695,12403.43326,0.748203836251969,0
"592",2871,2871,"うｐ主先生の次回作にご期待ください",9,9,"5.00E-04","5.00E-04",22,0.00055,0,1,36,0.05363109,3,2.410743802,0,10728,405,38,"2011/12/19 18:00",680,11688.31689,0.615121103629174,0
"593",2874,2874,"サニーサイドアップ",10,10,"5.50E-04","5.50E-04",22,0.000584,0,1,45,0.057662832,3,2.383471074,0,81156,1515,232,"2010/9/14 0:59",621,86123.31433,0.72251428214258,0
"594",2875,2875,"ボイン.",9,9,"5.00E-04","5.00E-04",14,0.000549,0,1,36,0.055428411,3,2.395041322,0,7789.676607,1572.329706,620.000812,"2011/7/18 12:55",718.276649,18414.3508,0.18993452356928,0
"595",2877,2877,"もてなし過ぎなメガ様",10,10,"5.50E-04","5.50E-04",22,0.000591,0,1,45,0.057104317,3,2.409917355,0,3847,200,6,"2010/10/13 7:32",1068,4127.130767,0.979928058636818,0
"596",2880,2880,"チキン野郎.",10,10,"5.50E-04","5.50E-04",22,0.000589,0,1,45,0.057429203,3,2.383471074,0,25444.95824,2022.196005,299.9247045,"2011/6/29 2:49",516.0950753,31818.75413,0.323036656056156,0
"597",2885,2885,"さんしょ",11,13,"5.99E-04","5.99E-04",22,0.000647,0,0.763636364,42,0.06119969,3,2.408264463,3.672222222,16719,820,135.5,"2010/11/13 6:40",986.5,19533.45649,0.970210897922999,0
"598",2888,2888,"まさかのナナメ移動",9,9,"5.00E-04","5.00E-04",22,0.000551,0,1,36,0.055867084,3,2.384297521,0,83362,3089,342,"2010/11/14 0:44",1018,91471.06117,0.936370640206812,0
"599",2892,2892,"デス様",9,9,"5.00E-04","5.00E-04",22,0.000581,0,1,36,0.051740643,3,2.410743802,0,15036,795,54,"2010/11/17 0:56",1295,16601.21246,0.979554065681053,0
"600",2895,2895,"ねー.",10,10,"5.50E-04","5.50E-04",13,0.000586,0,1,45,0.055206995,3,2.400826446,0,30501.73638,897.1841415,225.6131722,"2011/5/28 9:35",708.6282493,34757.6651,0.365015427153759,0
"601",2899,2899,"スーパーマリオギャラクシー2",9,9,"5.00E-04","5.00E-04",22,0.000558,0,1,36,0.053202356,3,2.410743802,0,4828,514,23,"2011/5/29 11:25",1245,5637.755638,0.963273876333969,0
"602",2900,2900,"東方ＧＴＡ",10,22,"5.50E-04","5.50E-04",14,0.000589,0,0.888888889,40,0.027411565,3,2.676033058,3.727272727,5017.5,162,36.25,"2012/6/28 14:35",590.25,5718.218317,0.0748191839918455,0
"603",2901,2901,"ニトリ",10,10,"5.50E-04","5.50E-04",14,0.000574,0,1,45,0.026934129,3,2.680991736,0,9947,314,69,"2012/1/2 4:09",850,11286.45537,0.584237891895351,0
"604",2903,2903,"カリスマ",9,9,"5.00E-04","5.00E-04",14,0.000522,0,1,36,0.025026836,3,2.681818182,0,22857,497,174,"2013/3/26 16:36",290,25953.50149,0.0310628430341945,0
"605",2905,2905,"ゆっくり劇場part1リンク",21,47,"0.001099066","0.001099066",14,0.000985,0,0.571428571,120,0.073839037,3,2.485950413,199.4837578,1934,72,37.57142857,"2014/4/17 23:31",400.5714286,2567.034693,0.270065340634848,0
"606",2906,2906,"日記",53,189,"0.002697707","0.002697707",14,0.002336019,0,0.25616836,353,0.143637358,3,2.28677686,1967.089756,6790.324324,176.8918919,47.54054054,"2012/1/28 17:20",346.6756757,7675.863622,0.579637880319896,0
"607",2908,2908,"ゆっくり会計士",19,102,"9.99E-04","9.99E-04",14,0.000926,0,0.584795322,100,0.067631688,3,2.472727273,206.7354911,2096,84,21.52941176,"2014/5/3 17:49",542.8235294,2499.736132,0.225184160205432,0
"608",2909,2909,"ﾏｽﾀｰｽﾊﾟｰｸ.物理",10,10,"5.50E-04","5.50E-04",14,0.00055,0,1,45,0.030449862,3,2.680991736,0,41402.05608,1789.442761,194.5506003,"2011/5/30 20:23",374.6695451,46035.95289,0.312578668987882,0
"609",2910,2910,"東方探偵物語",23,67,"0.001198981","0.001198981",14,0.001197651,0,0.47826087,121,0.040681096,3,2.665289256,39.2534632,4206.75,130.5833333,32.75,"2013/1/19 22:05",672.3333333,4824.681347,0.528062977886277,0
"610",2911,2911,"ゆっくり.アフレコ",9,9,"5.00E-04","5.00E-04",14,0.00051,0,1,36,0.029293004,3,2.681818182,0,7534.415273,922.2648238,737.6707525,"2011/7/11 16:50",746.9653137,19429.23106,0.52559476068853,0
"611",2912,2912,"ガラシャープ",10,10,"5.50E-04","5.50E-04",14,0.000629,0,1,45,0.020088557,3,2.72892562,0,374,19,5,"2015/10/13 2:29",282,467.0929648,0.0395254518674587,1
"612",2913,2913,"スペルカード表記の真実",10,10,"5.50E-04","5.50E-04",14,0.000552,0,1,45,0.032371272,3,2.676859504,0,21554,908,335,"2010/2/21 23:22",517,27450.83454,0.749899255552774,0
"613",2916,2916,"その動画.sm12329990",10,10,"5.50E-04","5.50E-04",14,0.000528,0,1,45,0.029353982,3,2.688429752,0,43109.88503,2085.413857,219.3021407,"2011/6/9 2:00",527.8963792,48389.06992,0.416732317288379,0
"614",2917,2917,"オ.ノーレ",9,9,"5.00E-04","5.00E-04",15,0.000531,0,1,36,0.055792281,3,2.312396694,0,1778.170982,2594.189624,569.5452981,"2011/6/20 11:11",742.5143209,11553.75377,0.202916817722786,0
"615",2918,2918,"R.TYPE?版ライオス.sm11213402",9,9,"5.00E-04","5.00E-04",15,0.000536,0,1,36,0.055637474,3,2.312396694,0,3438.858114,1242.204235,283.0381216,"2011/6/28 5:50",715.6209544,8615.788055,0.161663227316792,0
"616",2920,2920,"アイレム",9,9,"5.00E-04","5.00E-04",15,0.00053,0,1,36,0.056114896,3,2.311570248,0,237638,5903,1620,"2012/1/6 21:23",1160,267698.8672,0.69496245272719,1
"617",2923,2923,"ゆっくり落語",17,40,"8.99E-04","8.99E-04",21,0.000822,0,0.705882353,96,0.05855873,3,2.495867769,23.55043634,16395.33333,339.3333333,182.3333333,"2011/4/7 13:59",1210.5,19462.86007,0.929304073964853,0
"618",2925,2925,"sims3_スーパーナチュラル",9,9,"5.00E-04","5.00E-04",14,0.000601,0,1,36,0.035644463,3,2.332231405,0,10851,696,66,"2012/10/13 11:36",861,12495.28675,0.0532500700380849,0
"619",2927,2927,"にとり直し",9,9,"5.00E-04","5.00E-04",14,0.000572,0,1,36,0.01911033,3,2.742975207,0,3050,42,15,"2010/4/29 16:50",11,3316.43225,0.171512705302137,0
"620",2929,2929,"もっともっと評価されるべき",11,12,"5.99E-04","5.99E-04",22,0.00061,0,0.709090909,39,0.040629281,3,2.370247934,31.59202777,3600.666667,177.3333333,27.33333333,"2011/8/28 5:48",436.6666667,4179.736043,0.0878768521333853,0
"621",2942,2942,"マウスカーソル",11,15,"5.99E-04","5.99E-04",21,0.000548,0,0.909090909,50,0.076588523,3,2.094214876,6.615431462,4451.333333,79.66666667,27.33333333,"2008/9/3 15:22",105.3333333,4939.607653,0.111315563180477,0
"622",2946,2946,"朗読",33,166,"0.001698556","0.001698556",9,0.001464151,0,0.412878788,218,0.096426952,3,2.465289256,519.8150192,4782.666667,146.6333333,17.6,"2011/1/13 3:12",434.8333333,5188.953574,0.599949072022272,0
"623",2948,2948,"テラカオス",10,10,"5.50E-04","5.50E-04",1,0.000598,0,1,45,0.016985389,3,2.82892562,0,3780,111,25,"2008/11/24 17:53",556,4262.853677,0.464315738846904,0
"624",2949,2949,"ゆっくりthere",10,10,"5.50E-04","5.50E-04",8,0.000579,0,1,45,0.017330806,3,2.824793388,0,53310,1223,2119,"2008/12/6 16:49",215,86291.59795,0.455126613822317,0
"625",2951,2951,"呪歌",10,10,"5.50E-04","5.50E-04",21,0.000547,0,1,45,0.029740289,3,2.671900826,0,8704,267,88,"2008/12/7 17:41",155,10283.13059,0.802199721804363,0
"626",2954,2954,"ゆっくり猥談",30,70,"0.001548684","0.001548684",14,0.001389573,0,0.416091954,181,0.086364959,3,2.453719008,446.0112818,13491.72727,546.8181818,179.1818182,"2010/9/14 7:29",417.2727273,16705.24193,0.903186233007134,0
"627",2955,2955,"アウトの人",10,10,"5.50E-04","5.50E-04",14,0.000536,0,1,45,0.030537289,3,2.707438017,0,22114,1067,222,"2012/2/11 1:46",574,26462.35286,0.315194192011082,0
"628",2956,2956,"ニコニコ百物語",13,19,"6.99E-04","6.99E-04",9,0.000639,0,0.884615385,69,0.041063796,3,2.701652893,12.06768469,16473.5,369,27.5,"2012/4/21 10:02",598,17246.92881,0.216998769832592,0
"629",2958,2958,"むっくり",9,9,"5.00E-04","5.00E-04",9,0.000476,0,1,36,0.031201175,3,2.749586777,0,9092,279,29,"2013/12/21 17:12",600,9797.719043,0.139025223971513,0
"630",2963,2963,"ブロンティスト",9,9,"5.00E-04","5.00E-04",20,0.000543,0,1,36,0.041613215,3,2.282644628,0,37082,2388,497,"2009/1/23 3:51",540,46782.31869,0.203988358232744,0
"631",2966,2966,"我ながらこれはひどい",8,9,"4.50E-04","4.50E-04",8,0.000449,0,0.821428571,23,0.033587975,3,2.653719008,6.4521025,96,4.5,1.5,"2010/1/11 9:29",132,122.8014706,0.0433875177939202,1
"632",2974,2974,"心折設計",10,10,"5.50E-04","5.50E-04",15,0.000578,0,1,45,0.057459499,3,2.311570248,0,82111,3024.5,266.5,"2011/1/20 0:51",926.5,89025.88775,0.768083996911971,0
"633",2990,2990,"ね、簡単でしょう？",13,16,"6.99E-04","6.99E-04",21,0.000655,0,0.782051282,61,0.048739919,3,2.585123967,38.43449208,22601.33333,435.6666667,203.3333333,"2010/2/8 4:17",263,26078.83293,0.821183723879372,0
"634",3060,3060,"車載動画",22,48,"0.001149023","0.001149023",4,0.001077228,0,0.480519481,111,0.047179132,3,2.627272727,170.9299843,6456.828358,172.0895522,43.20149254,"2011/12/31 14:04",541.6343284,7272.501707,0.205002795782455,0
"635",3062,3062,"東海道",10,10,"5.50E-04","5.50E-04",4,0.000547,0,1,45,0.024855578,3,2.734710744,0,4646.230769,108.3846154,38.15384615,"2012/9/11 19:55",553.9230769,5324.472046,0.0458359754399784,0
"636",3109,3109,"洒落怖",28,141,"0.001448769","0.001448769",9,0.001312602,0,0.396825397,150,0.072403407,3,2.556198347,596.1242514,4342.724138,77.24137931,11.37931034,"2013/4/2 5:49",381.7241379,4589.308802,0.64011638865405,0
"637",3131,3131,"フルスクリーン推奨",9,9,"5.00E-04","5.00E-04",22,0.000542,0,1,36,0.057938632,3,2.403305785,0,133503.5,4008,494,"2012/6/23 9:42",1124.5,144805.0984,0.869060355156944,1
"638",3134,3134,"バトレボ",16,27,"8.49E-04","8.49E-04",22,0.000832,0,0.625,75,0.082765902,3,2.265289256,39.00024008,3755.5,172.5,55.75,"2010/10/25 2:48",764.75,4756.780593,0.906873189415768,0
"639",3192,3192,"ゆっくりTRPG完結済みリンク",14,25,"7.49E-04","7.49E-04",22,0.00075,0,0.681318681,62,0.065792823,3,2.399173554,13.48259131,106515.56,1835.56,2037.4,"2013/2/21 19:11",832.92,138881.598,0.455461908448132,1
"640",3198,3198,"パラノイアpart1.0.リンク",9,9,"5.00E-04","5.00E-04",22,0.000525,0,1,36,0.039959814,3,2.423966942,0,11759.6879,1587.984213,298.9721516,"2011/7/11 14:47",761.9121786,17647.46948,0.443987984945141,0
"641",3218,3218,"ばかす",9,13,"5.00E-04","5.00E-04",22,0.000581,0,1,36,0.051740643,3,2.410743802,0,18126.5,998.5,72.5,"2010/12/29 14:29",1326.25,20160.56604,0.979181013853612,0
"642",3260,3260,"棒歌ロイド",58,100,"0.002947495","0.002947495",21,0.002627667,0,0.217785844,360,0.132482464,3,2.327272727,2132.855736,24164.45349,891.0465116,517.9651163,"2011/1/23 6:01",201.9534884,32793.93035,0.579640330375792,0
"643",3299,3299,"トゥートゥー",9,18,"5.00E-04","5.00E-04",22,0.000519,0,1,36,0.06406564,3,2.279338843,0,435,17,1,"2010/8/4 19:15",408,466.3620309,0.144729694462572,1
"644",3303,3303,"でっていう",10,20,"5.50E-04","5.50E-04",21,0.000524,0,1,45,0.055959808,3,2.303305785,0,19314,599,1051,"2010/9/28 20:58",363,35660.8849,0.158663109938406,0
"645",3306,3306,"謎の感動",16,38,"8.49E-04","8.49E-04",22,0.000817,0,0.541666667,65,0.088289321,3,2.184297521,182.4199114,9513.5,521.9375,81.5,"2010/12/2 4:51",563,11231.0105,0.698144794536356,0
"646",3307,3307,"ﾊﾞｰﾊﾞｰｲｪｯﾂｲｪｯﾂ",9,9,"5.00E-04","5.00E-04",22,0.000559,0,1,36,0.055744941,3,2.29338843,0,3331,334,2,"2011/4/11 19:53",351,3664.578402,0.0674119563050476,0
"647",3312,3312,"どうあがいても破滅なクトゥルフ神話",11,34,"5.99E-04","5.99E-04",22,0.000617,0,0.818181818,45,0.062339661,3,2.401652893,1.823387723,4023,116.3333333,27,"2012/12/2 18:24",411.3333333,4541.085047,0.0438758894890771,0
"648",3313,3313,"これ何動画だっけ.",9,18,"5.00E-04","5.00E-04",22,0.000531,0,1,36,0.058237992,3,2.403305785,0,10733.34024,2277.359558,293.4306252,"2011/7/11 11:16",646.4490361,17022.32787,0.32900970708924,0
"649",3318,3318,"丼娘",12,66,"6.49E-04","6.49E-04",22,0.000701,0,0.757575758,50,0.065066894,3,2.290909091,69.40940934,2644.071429,52.64285714,22.35714286,"2010/1/20 1:58",673.7857143,3031.052232,0.384957619672859,0
"650",3319,3319,"サイバーフォーミュラ",9,9,"5.00E-04","5.00E-04",22,0.00057,0,1,36,0.047561731,3,2.410743802,0,3192,53,22,"2009/11/20 12:23",599,3574.14019,0.634434678989157,0
"651",3326,3326,"ホワイトデー",10,10,"5.50E-04","5.50E-04",4,0.000539,0,1,45,0.031681652,3,2.688429752,0,2383,273,28,"2010/3/14 9:08",309,3048.232116,0.17742140738563,0
"652",3332,3332,"ハヤシライス",10,10,"5.50E-04","5.50E-04",4,0.000598,0,1,45,0.013657525,4,2.880991736,0,366,19,5,"2011/7/21 0:56",280,459.074359,0.100549221678725,1
"653",3341,3341,"ダイナマ伊藤",9,9,"5.00E-04","5.00E-04",4,0.000589,0,1,36,0.034047805,3,2.384297521,0,127213,4839,397,"2010/10/2 18:24",1028,137830.208,0.434485419816045,1
"654",3346,3346,"再生しなくても動く",10,10,"5.50E-04","5.50E-04",9,0.000523,0,1,45,0.033511132,3,2.69338843,0,8600,670,87,"2010/5/23 5:00",22,10527.02522,0.133580698816345,0
"655",3347,3347,"神回",33,38,"0.001698556","0.001698556",21,0.001621186,0,0.3125,165,0.113054555,3,2.116528926,2891.745126,35584.5,1724.916667,194,"2011/2/8 13:53",832.4166667,40140.08156,0.580738597516957,0
"656",3360,3360,"世界の新着動画完走組",13,23,"6.99E-04","6.99E-04",21,0.000638,0,0.756410256,59,0.056303664,3,2.562809917,29.49270352,80307.5,688.8333333,691.8333333,"2011/1/8 21:25",264.6666667,91368.02476,0.613573613498447,0
"657",3361,3361,"回文",8,29,"4.50E-04","4.50E-04",21,0.000433,0,0.964285714,27,0.053266971,3,2.5,0.689488062,1145.833333,77.66666667,18.33333333,"2010/6/17 23:45",208.3333333,1493.642576,0.121143446268575,1
"658",3365,3365,"天王星",12,43,"6.49E-04","6.49E-04",21,0.000632,0,0.848484848,56,0.032847213,3,2.69338843,51.35123029,50994.66667,276.8333333,121.1666667,"2011/2/22 15:18",147,53087.5088,0.382533495514092,0
"659",3366,3366,"宇宙の車窓から",51,172,"0.002597792","0.002597792",21,0.002396727,0,0.250980392,320,0.073498258,3,2.590082645,991.9525689,56870.33333,515.3333333,182.7916667,"2011/2/25 11:17",175.7083333,60122.92857,0.579759553770804,0
"660",3370,3370,"じたばたP",9,9,"5.00E-04","5.00E-04",8,0.000505,0,1,36,0.021909483,3,2.765289256,0,5149,134,238,"2011/4/23 18:31",265,8849.747691,0.10118607572132,0
"661",3371,3371,"ゆっくり算数教室",11,28,"5.99E-04","5.99E-04",21,0.000554,0,0.963636364,53,0.054608322,3,2.546280992,3.752655357,5952.2,571.2,127.4,"2010/6/25 23:50",363.8,8385.342828,0.733977232719368,0
"662",3372,3372,"萌えっ娘もんすたぁ",9,15,"5.00E-04","5.00E-04",22,0.000564,0,1,36,0.052885755,3,2.410743802,0,161660,1835,4109.666667,"2010/3/14 8:01",752,225119.9097,0.740482541605863,1
"663",3373,3373,"スーパードンキーコング",10,10,"5.50E-04","5.50E-04",22,0.000578,0,1,45,0.058915022,3,2.394214876,0,24221,635,335,"2010/3/13 12:40",564,29864.99329,0.732873209859391,0
"664",3374,3374,"スターオーシャンモナー",10,10,"5.50E-04","5.50E-04",22,0.000551,0,1,45,0.046111245,3,2.421487603,0,541,58,1,"2010/3/13 23:53",1423,608.3933333,0.991927660736339,1
"665",3381,3381,"ピー助山",9,9,"5.00E-04","5.00E-04",22,0.000548,0,1,36,0.054438556,3,2.410743802,0,57380,1967,871,"2011/5/6 16:10",1208,72347.74863,0.958735456064184,0
"666",3382,3382,"伝説の始まり",16,30,"8.49E-04","8.49E-04",22,0.000875,0,0.5,60,0.073532599,3,2.280165289,131.1749605,166013,3463.3,3209.1,"2011/3/4 23:57",789.1,217543.3416,0.777655094948758,1
"667",3383,3383,"ホラー実況プレイpart1リンク",9,12,"5.00E-04","5.00E-04",22,0.000557,0,1,36,0.053736815,3,2.410743802,0,104350.4,3960.2,1255.7,"2011/9/18 14:25",1012.6,127002.9612,0.781071800024641,1
"668",3384,3384,"ザ.スーパー忍?",9,9,"5.00E-04","5.00E-04",22,0.000566,0,1,36,0.052925872,3,2.408264463,0,14229.13391,1612.598113,257.7061377,"2011/7/16 11:59",708.5076984,19545.79841,0.423205007675536,0
"669",3385,3385,"スナザメ",9,9,"5.00E-04","5.00E-04",22,0.000557,0,1,36,0.053736815,3,2.410743802,0,147683,6815,1766,"2012/5/12 14:02",980,180690.7836,0.696798318031503,1
"670",3390,3390,"へるしんか",9,9,"5.00E-04","5.00E-04",15,0.000589,0,1,36,0.035276301,3,2.42892562,0,1563,47,21,"2011/7/22 7:02",766,1923.645616,0.100528661924479,1
"671",3393,3393,"グラディウスリバース",9,9,"5.00E-04","5.00E-04",22,0.000558,0,1,36,0.053393373,3,2.410743802,0,14085,525,127,"2010/11/22 17:29",1091,16496.29708,0.956303412715403,0
"672",3400,3400,"ぬこぬこ動画",9,9,"5.00E-04","5.00E-04",22,0.000542,0,1,36,0.054707788,3,2.410743802,0,2175,203,37,"2012/3/4 21:09",768,2915.936232,0.413530278763509,0
"673",3404,3404,"ドスジャギィ",9,9,"5.00E-04","5.00E-04",18,6e-04,0,1,36,0.03457357,3,2.428099174,0,12862,372,178,"2011/12/20 21:59",750,15893.68208,0.316932978754365,0
"674",3406,3406,"テント張りの達人",9,9,"5.00E-04","5.00E-04",22,0.000563,0,1,36,0.053005966,3,2.410743802,0,40035,1113,704,"2011/10/2 11:59",989,51678.4012,0.905557098323199,0
"675",3413,3413,"シナリオ配布",9,9,"5.00E-04","5.00E-04",22,0.00053,0,1,36,0.033082753,4,2.438842975,0,50490,1424,185,"2012/5/11 17:34",972,54650.07841,0.423131730918308,0
"676",3415,3415,"シャドウラン",9,9,"5.00E-04","5.00E-04",22,0.000535,0,1,36,0.057741392,3,2.403305785,0,3301,147,14,"2012/5/12 16:39",1181,3651.758232,0.907409144614814,0
"677",3425,3425,"ぼっちアリスの中二病ＴＲＰＧ",9,9,"5.00E-04","5.00E-04",22,0.000535,0,1,36,0.036786461,3,2.385123967,0,61078,1019,303,"2012/10/17 19:35",1084,66625.3596,0.652305015884663,0
"678",3429,3429,"もっと野菜食えよ.",10,10,"5.50E-04","5.50E-04",6,0.000588,0,1,45,0.0427068,3,2.407438017,0,26995.13173,821.3629616,149.5445912,"2011/6/1 2:05",652.9054535,30035.54012,0.0741899869180601,0
"679",3431,3431,"クトゥルフピザ",9,9,"5.00E-04","5.00E-04",19,0.000568,0,1,36,0.036577262,3,2.423966942,0,26970,471,58,"2012/10/20 21:22",721,28302.93276,0.124351321176605,0
"680",3432,3432,"ダンジョンズ&amp:ドラゴンズ",21,32,"0.001099066","0.001099066",22,0.001106009,0,0.50952381,107,0.082518139,3,2.347107438,72.37758289,15000,1440.313251,190.1758822,"2011/6/2 19:25",479.8046018,19168.21058,0.481649261936131,0
"681",3435,3435,"さいばんちょーが悪い",9,9,"5.00E-04","5.00E-04",22,0.000542,0,1,36,0.057938632,3,2.403305785,0,263404,7937,943,"2012/10/21 20:49",1649,285254.6387,0.99122089881313,1
"682",3438,3438,"がんばりましょう",9,9,"5.00E-04","5.00E-04",21,0.000582,0,1,36,0.014172795,3,2.80661157,0,6369.5,191,29.5,"2010/4/20 11:33",463,6997.464188,0.889060293932198,0
"683",3439,3439,"わくわく★ゆうかりんランド！",18,39,"9.49E-04","9.49E-04",14,0.000898,0,0.575163399,88,0.046632368,3,2.611570248,21.09721764,7441,385,35,"2011/10/4 8:45",914,8332.144256,0.667553595446915,0
