"","Id","Label","name","次数","Weighted.Degree","Authority","Hub","Modularity.Class","PageRank","Component.ID","Clustering.Coefficient","Number.of.triangles","Eigenvector.Centrality","Eccentricity","Closeness.Centrality","Betweenness.Centrality","ave_view","ave_comment","ave_mylist","ave_starttime","ave_length","Points","probability","training"
"255",1154,1154,"ファイアーエムブレム",12,31,"6.49E-04","6.49E-04",22,0.000659,0,0.772727273,51,0.073822006,3,2.180991736,237.6853246,7065.166667,188.1666667,31.83333333,"2010/8/16 2:38",556.6666667,7725.973226,0.596829696881694,0
"256",1155,1155,"Chiptune×VOCALOIDリンク",9,9,"5.00E-04","5.00E-04",8,0.000505,0,1,36,0.021909483,3,2.765289256,0,5149,134,238,"2011/4/23 18:31",265,8849.747691,0.10118607572132,0
"257",1157,1157,"N好きに定評のあるゆっくり",10,10,"5.50E-04","5.50E-04",22,0.000578,0,1,45,0.058915022,3,2.394214876,0,24221,635,335,"2010/3/13 12:40",564,29864.99329,0.732873209859391,0
"258",1164,1164,"MinecraftシリーズPart1リンク",16,35,"8.49E-04","8.49E-04",22,0.000888,0,0.625,75,0.070214194,3,2.30661157,103.982907,24297.41176,527.8529412,443.4117647,"2012/1/23 18:44",657.7941176,31465.41453,0.268010386939915,0
"259",1166,1166,"omake",9,9,"5.00E-04","5.00E-04",22,0.000536,0,1,36,0.056637473,3,2.391735537,0,17534,427,235,"2012/5/10 20:22",300,21475.97972,0.0341438198269701,0
"260",1168,1168,"Ib実況part1リンク",9,9,"5.00E-04","5.00E-04",22,0.000557,0,1,36,0.053736815,3,2.410743802,0,147683,6815,1766,"2012/5/12 14:02",980,180690.7836,0.696798318031503,1
"261",1171,1171,"アーマードコア",17,54,"8.99E-04","8.99E-04",22,0.000878,0,0.625,85,0.091746851,3,2.155371901,175.5811778,4122.111111,157.3333333,50.11111111,"2011/12/13 8:13",720.4444444,5025.393716,0.517194356541917,0
"262",1174,1174,"スパロボ",6,38,"3.50E-04","3.50E-04",22,0.00039,0,0.866666667,13,0.04854167,3,2.410743802,0.577061259,2133.083333,91.66666667,12,"2011/8/17 23:37",1265.25,2400.993309,0.574574750193874,0
"263",1179,1179,"メダロット",14,26,"7.49E-04","7.49E-04",22,0.000743,0,0.692307692,63,0.073033117,3,2.352892562,31.28239568,16729,714,132.4,"2011/6/5 17:23",908.8,19399.99378,0.860295969374025,0
"264",1181,1181,"オブリビオン",7,13,"4.00E-04","4.00E-04",22,0.000426,0,0.857142857,18,0.059557692,3,2.353719008,1.63149141,2958.666667,162.3333333,13.66666667,"2011/6/2 7:24",1159.333333,3317.593329,0.841373403558463,0
"265",1182,1182,"うｐ主はドＭ",9,9,"5.00E-04","5.00E-04",2,0.00058,0,1,36,0.0524572,3,2.410743802,0,1963,116,33,"2010/11/21 16:07",918,2567.628788,0.612341181649257,0
"266",1183,1183,"Wiiウェア",9,9,"5.00E-04","5.00E-04",22,0.000558,0,1,36,0.053393373,3,2.410743802,0,14085,525,127,"2010/11/22 17:29",1091,16496.29708,0.956303412715403,0
"267",1196,1196,"パワプロ",12,25,"6.49E-04","6.49E-04",22,0.000667,0,0.742424242,49,0.081855846,3,2.15785124,63.70606029,17588.66667,753.3333333,155.3333333,"2012/4/24 8:17",1354.833333,20641.3193,0.959473331831667,0
"268",1199,1199,"MH3G",9,9,"5.00E-04","5.00E-04",18,6e-04,0,1,36,0.03457357,3,2.428099174,0,12862,372,178,"2011/12/20 21:59",750,15893.68208,0.316932978754365,0
"269",1201,1201,"ＦＥＡＲ３",9,9,"5.00E-04","5.00E-04",22,0.000563,0,1,36,0.053005966,3,2.410743802,0,40035,1113,704,"2011/10/2 11:59",989,51678.4012,0.905557098323199,0
"270",1203,1203,"Minecraft建築部",9,9,"5.00E-04","5.00E-04",22,0.000524,0,1,36,0.059925098,3,2.367768595,0,10627,281.5,214.5,"2012/5/14 23:59",980,14118.87582,0.711067387010951,0
"271",1205,1205,"音楽",62,118,"0.003147325","0.003147325",21,0.002835688,0,0.199365415,377,0.136859251,3,2.254545455,4299.756723,7451.097826,257.326087,199.2934783,"2011/1/11 15:54",236.423913,10689.4524,0.57963735218981,0
"272",1209,1209,"いちたりた",9,9,"5.00E-04","5.00E-04",22,0.000553,0,1,36,0.057517208,3,2.403305785,0,57707,2180,221,"2012/5/13 18:57",1008,63122.93565,0.757228141119116,0
"273",1210,1210,"アリアンロッド・リプレイ・ゆっくり",14,31,"7.49E-04","7.49E-04",22,0.000774,0,0.725274725,66,0.06456443,3,2.399173554,4.30952381,49951.2,1068.2,154.6,"2012/1/31 18:27",1302.8,53316.10252,0.930291109790952,0
"274",1211,1211,"オリジナル卓リンク",15,18,"7.99E-04","7.99E-04",22,0.000803,0,0.676190476,71,0.058548015,3,2.344628099,44.94183503,1884.333333,83.66666667,44.66666667,"2012/8/4 15:45",748,2634.521972,0.465714228421715,0
"275",1212,1212,"SAN値直ソング",9,9,"5.00E-04","5.00E-04",22,0.000528,0,1,36,0.057760213,3,2.403305785,0,42641,969,138,"2012/2/16 0:05",1384,45658.53705,0.971307686764804,0
"276",1213,1213,"Bランクの中で最もAランクに近い（笑）",9,9,"5.00E-04","5.00E-04",22,0.00052,0,1,36,0.058307187,3,2.403305785,0,14003,323,29,"2012/2/20 20:21",482,14753.73222,0.127964208334148,0
"277",1214,1214,"X.ﾟдﾟ..1",9,9,"5.00E-04","5.00E-04",22,0.000535,0,1,36,0.057146586,3,2.403305785,0,8329.543135,1072.060427,418.4222943,"2011/7/11 21:53",437.7040427,15560.90024,0.158227310106066,0
"278",1215,1215,"ウガァ.クトゥン.ユフ",9,9,"5.00E-04","5.00E-04",22,0.000544,0,1,36,0.041528064,3,2.414876033,0,15604.10226,1854.571214,363.3444577,"2011/7/3 9:35",804.2837805,22715.85241,0.44044912656856,0
"279",1218,1218,"D&amp;D4e",13,19,"6.99E-04","6.99E-04",22,0.000697,0,0.858974359,67,0.067873176,3,2.353719008,11.39514345,14831,383.3333333,233,"2012/10/16 20:01",893.3333333,18699.82072,0.814872694866298,0
"280",1221,1221,"アイギス.早苗",9,9,"5.00E-04","5.00E-04",22,0.000535,0,1,36,0.036786461,3,2.385123967,0,8417.182115,1175.091876,295.7800009,"2011/7/3 0:23",719.1193987,13889.32662,0.23033547473679,0
"281",1223,1223,"X.この卓は全年齢対象です",9,9,"5.00E-04","5.00E-04",22,0.000559,0,1,36,0.040399805,3,2.423966942,0,15445.30653,1574.884527,133.8638436,"2011/7/6 6:45",645.3922812,18883.56125,0.224606117686218,0
"282",1224,1224,"Fate/stay_night",13,19,"6.99E-04","6.99E-04",19,0.000782,0,0.846153846,66,0.040241314,3,2.420661157,1.714285714,25627,633.5,61.5,"2012/10/20 2:03",1005.5,27167.75335,0.664424016772865,0
"283",1227,1227,"オリハルコンメンタル",10,10,"5.50E-04","5.50E-04",22,0.000557,0,1,45,0.064368276,3,2.376859504,0,59652,3561,301,"2012/10/20 2:30",1127,67528.34762,0.939350434211231,0
"284",1229,1229,"アンデルセン神父",9,9,"5.00E-04","5.00E-04",22,0.000553,0,1,36,0.057517208,3,2.403305785,0,43121,1239,201,"2012/10/20 14:49",770,47340.55012,0.47037061751689,0
"285",1230,1230,"Fate/EXTRA",9,9,"5.00E-04","5.00E-04",19,0.000568,0,1,36,0.036577262,3,2.423966942,0,26970,471,58,"2012/10/20 21:22",721,28302.93276,0.124351321176605,0
"286",1231,1231,"ｷﾏｼﾀﾜｰ",9,9,"5.00E-04","5.00E-04",22,0.000558,0,1,36,0.054628677,3,2.403305785,0,13887,864,61,"2012/10/21 4:09",1584,15615.60194,0.985867411362174,0
"287",1232,1232,"いいですとも！",11,13,"5.99E-04","5.99E-04",22,0.000656,0,0.745454545,41,0.064473611,3,2.401652893,8.909589219,6951.666667,240.6666667,22,"2011/10/6 1:55",773,7514.30481,0.86375719647788,0
"288",1233,1233,"キチガイ卓",21,28,"0.001099066","0.001099066",22,0.001131688,0,0.514285714,108,0.076363365,3,2.367768595,68.63340964,91925,3189,481,"2012/10/27 13:44",999.25,102222.6166,0.581262029495505,1
"289",1236,1236,"APヘタリア自由研究",9,9,"5.00E-04","5.00E-04",21,0.000582,0,1,36,0.014172795,3,2.80661157,0,6369.5,191,29.5,"2010/4/20 11:33",463,6997.464188,0.889060293932198,0
"290",1238,1238,"ほっ時計",16,33,"8.49E-04","8.49E-04",14,0.000818,0,0.658333333,79,0.042106476,3,2.619834711,11.89657788,12174.16667,502.6666667,136,"2011/5/2 12:29",495.1666667,14697.11297,0.304278884852225,0
"291",1239,1239,"パーフェクト秋姉妹",10,10,"5.50E-04","5.50E-04",14,0.000545,0,1,45,0.033701408,3,2.636363636,0,11160,351,109,"2010/10/3 21:17",481,13135.3975,0.711294560390788,0
"292",1240,1240,"X.注意.4.58音量",10,10,"5.50E-04","5.50E-04",21,0.000545,0,1,45,0.030268339,3,2.692561983,0,31074.90382,1321.948556,229.9700482,"2011/6/3 7:36",580.5765393,35792.8414,0.851454526442682,0
"293",1241,1241,"FMEAutomator",10,10,"5.50E-04","5.50E-04",21,0.000538,0,1,45,0.034289144,3,2.67107438,0,13267,417,420,"2010/11/1 4:27",372,19971.67094,0.898029158416491,0
"294",1242,1242,"ゆっくり解説単発リンク",62,142,"0.003147325","0.003147325",21,0.002739444,0,0.241142253,456,0.2025464,3,1.952892562,5126.228234,4112.633333,123,87.63333333,"2011/11/10 0:51",348.1333333,5546.633896,0.579637352189704,0
"295",1243,1243,"ジェバンニ",9,9,"5.00E-04","5.00E-04",21,0.000513,0,1,36,0.028427933,3,2.69338843,0,33812,491,214,"2010/12/3 6:46",222,37506.01559,0.671762474383923,0
"296",1244,1244,"うp主怒りの演説",10,10,"5.50E-04","5.50E-04",21,0.000558,0,1,45,0.029263194,3,2.692561983,0,29394,657,94,"2010/12/4 17:14",463,31446.68091,0.917826849773559,0
"297",1248,1248,"Saturn",9,9,"5.00E-04","5.00E-04",21,0.000504,0,1,36,0.021490405,4,2.814876033,0,72600,786,239,"2011/2/7 12:42",231,76962.60888,0.538904897215184,0
"298",1249,1249,"ネタばかり",10,10,"5.50E-04","5.50E-04",21,0.00055,0,1,45,0.0232114,4,2.8,0,68121,673,192,"2011/2/9 17:43",167,71667.43448,0.560289238659853,0
"299",1250,1250,"テティス",10,10,"5.50E-04","5.50E-04",21,0.000539,0,1,45,0.023090775,4,2.814049587,0,60511,397,155,"2011/2/12 0:04",181,63230.41891,0.606814568483903,0
"300",1252,1252,"フェーベ",10,10,"5.50E-04","5.50E-04",21,0.000531,0,1,45,0.02397645,4,2.814049587,0,53081,448,140,"2011/2/17 1:31",190,55625.26034,0.613219032320961,0
"301",1254,1254,"シェイクスピア",10,10,"5.50E-04","5.50E-04",21,0.000553,0,1,45,0.021876527,4,2.814049587,0,50177,283,117,"2011/2/25 16:37",160,52213.41649,0.57543411743342,0
"302",1256,1256,"ハウメア_.準惑星.",10,10,"5.50E-04","5.50E-04",21,0.000571,0,1,45,0.018999929,4,2.814049587,0,31942.64073,829.1432062,206.526779,"2011/5/19 23:25",474.5304454,35848.83924,0.687850923309337,0
"303",1258,1258,"VOCALOID食堂入り",10,10,"5.50E-04","5.50E-04",8,0.000588,0,1,45,0.016207381,4,2.809917355,0,9209.5,369.5,273.5,"2010/9/20 13:35",168.5,13667.64258,0.186983223415514,0
"304",1264,1264,"ゆっくり朗読",130,717,"0.006544437","0.006544437",21,0.005681657,0,0.125342874,1051,0.308260507,2,1.892561983,16226.93205,4526.384236,210.0295567,46.12807882,"2012/4/10 20:18",400.7635468,5419.111341,0.579637352189704,0
"305",1271,1271,"X..動画に出てきた折り畳みバイクです",9,9,"5.00E-04","5.00E-04",4,0.00056,0,1,36,0.014569,3,2.808264463,0,17305.14249,1874.101683,266.1271382,"2011/7/8 17:33",636.3757159,22990.52949,0.0954046666799208,0
"306",1276,1276,"UC",9,9,"5.00E-04","5.00E-04",21,0.000522,0,1,36,0.030192126,3,2.665289256,0,8905,146,77,"2013/8/27 19:57",288,10203.66477,0.130382403318362,0
"307",1278,1278,"アーマードコア３",9,9,"5.00E-04","5.00E-04",22,0.00058,0,1,36,0.049960355,3,2.410743802,0,18705,521,41,"2010/3/16 15:21",601,19826.91161,0.56137420609736,0
"308",1281,1281,"ゴッドエンペラー",10,10,"5.50E-04","5.50E-04",22,0.000577,0,1,45,0.054063494,3,2.40661157,0,51482,2326,123,"2011/5/6 14:21",1429,55552.68152,0.990733193034657,0
"309",1283,1283,"ガンパレード.マーチ",9,12,"5.00E-04","5.00E-04",22,0.00058,0,1,36,0.049960355,3,2.410743802,0,20145.21205,2026.784895,495.5600676,"2011/7/7 18:16",687.8136678,29424.17609,0.288038078028761,0
"310",1284,1284,"ゆっくりロボット物実況",91,478,"0.004596093","0.004596093",22,0.004524066,0,0.125030525,512,0.221669175,3,2.026446281,5535.903607,5621.398601,250.5524476,26.0979021,"2011/8/9 18:39",770.9020979,6252.775971,0.579637352189704,0
"311",1291,1291,"つんでれんこ",12,12,"6.49E-04","6.49E-04",21,0.000618,0,0.666666667,44,0.087000206,3,2.136363636,118.9284759,1421.5,93,6,"2010/10/14 13:15",390,1598.81174,0.585802250367906,1
"312",1295,1295,"ADAﾀﾝのありがたさが分かる動画",9,9,"5.00E-04","5.00E-04",22,0.000551,0,1,36,0.050815261,3,2.409090909,0,33525,1441,87,"2011/12/18 19:55",1730,36211.76168,0.994095176869303,0
"313",1301,1301,"ADAの人",24,41,"0.001248938","0.001248938",22,0.001342261,0,0.452898551,125,0.067926944,3,2.396694215,36.43452896,31232.8,901,66.6,"2011/3/2 22:55",998.2,33107.5891,0.791393344504531,0
"314",1302,1302,"GPM",9,9,"5.00E-04","5.00E-04",22,0.00058,0,1,36,0.049960355,3,2.410743802,0,2840,133,10,"2011/10/4 23:50",854,3117.070064,0.784172008026834,0
"315",1305,1305,"ADAさんに責められる回",9,9,"5.00E-04","5.00E-04",22,0.000557,0,1,36,0.050619561,3,2.410743802,0,29924,581,59,"2010/9/15 19:13",556,31378.9556,0.470268594093922,0
"316",1311,1311,"X.肝試しの後に....",9,9,"5.00E-04","5.00E-04",9,0.000516,0,1,36,0.025363762,3,2.725619835,0,21694.90817,1541.304198,349.6151716,"2011/6/24 10:25",686.6266642,28379.71765,0.309862543258206,0
"317",1312,1312,"もっと評価されるべき",115,226,"0.005795074","0.005795074",21,0.005102858,0,0.126773455,831,0.307532532,2,1.904958678,16111.0435,8851.055556,292.8333333,136.9888889,"2011/8/27 16:07",656.8777778,11189.48265,0.579637352189704,0
"318",1313,1313,"コワバナ",13,15,"6.99E-04","6.99E-04",9,0.000676,0,0.679487179,53,0.021306526,3,2.87768595,27.54892656,9592,519,59,"2010/10/16 23:22",523,10969.51416,0.6255869216584,0
"319",1314,1314,"ホラー",17,75,"8.99E-04","8.99E-04",9,0.000788,0,0.683823529,93,0.057369926,3,2.64214876,25.36109457,7747.934426,346.7540984,22.3442623,"2013/10/20 20:48",615.5655738,8415.039361,0.0836240715331895,0
"320",1315,1315,"これはひどい",30,43,"0.001548684","0.001548684",9,0.001360579,0,0.386206897,168,0.151391256,3,1.990909091,1054.786263,35294.38462,1232.461538,559.6153846,"2011/1/5 1:58",400.2307692,44880.11962,0.724408021461343,0
"321",1323,1323,"ゆっくり怪談",93,573,"0.004696008","0.004696008",9,0.004176597,0,0.148667602,636,0.180443585,3,2.254545455,7219.756111,6301.07563,187.9187675,25.42577031,"2013/6/20 13:54",396.4033613,6864.960138,0.579637352189704,0
"322",1325,1325,"いつもと同じ迷子",9,9,"5.00E-04","5.00E-04",9,0.000514,0,1,36,0.018719738,4,2.847933884,0,4072,176,16,"2011/5/10 23:57",556,4480.73546,0.30167130723736,0
"323",1330,1330,"きまぐれの人",4,59,"2.50E-04","2.50E-04",9,0.000278,0,0.833333333,5,0.01542722,4,2.838016529,0.47989418,5119.409091,93.86363636,23.36363636,"2011/8/9 15:12",170.4545455,5562.044822,0.161841578949413,0
"324",1336,1336,"クトゥルフ神話",9,15,"5.00E-04","5.00E-04",21,0.000479,0,0.638888889,23,0.042151992,3,2.573553719,25.09971684,22618.33333,262.3333333,556,"2013/1/23 3:28",477.3333333,31217.73029,0.11303393849398,0
"325",1337,1337,"ゆっくりボイス",126,497,"0.006344607","0.006344607",21,0.005802055,0,0.114412698,901,0.319646268,2,1.895867769,24265.36135,4485.082707,95.37593985,33.60902256,"2012/7/19 3:42",461.6315789,5082.622499,0.579637352189704,0
"326",1343,1343,"オリエント工業",10,10,"5.50E-04","5.50E-04",21,0.00061,0,1,45,0.015930132,3,2.81322314,0,10743,442,81,"2011/7/1 3:23",260,12382.65897,0.692942455323914,0
"327",1353,1353,"アイザック.アシモフ",9,9,"5.00E-04","5.00E-04",11,0.000577,0,1,36,0.013906713,3,2.880165289,0,8651.858013,1833.625177,617.506907,"2011/7/11 7:51",763.3121974,19445.26915,0.583458616731503,0
"328",1355,1355,"MMD",11,35,"5.99E-04","5.99E-04",14,0.00063,0,0.945454545,52,0.056457855,3,2.362809917,0.333333333,1606,91,7.5,"2013/3/23 12:18",652.75,1804.641684,0.029465423368872,1
"329",1359,1359,"X.スカイライナー.スカイランナー",9,9,"5.00E-04","5.00E-04",22,0.000515,0,1,36,0.067252553,3,2.329752066,0,12151.1935,1097.048268,441.7942316,"2011/6/29 9:54",710.1700821,19787.2435,0.514909214595966,0
"330",1362,1362,"MMD紙芝居",23,66,"0.001198981","0.001198981",14,0.00115886,0,0.5256917,133,0.051974664,3,2.492561983,416.186945,18215.75,377,142.875,"2013/4/9 1:34",313.625,20728.28897,0.61173067413453,0
"331",1363,1363,"iM@S架空戦記シリーズ",13,18,"6.99E-04","6.99E-04",22,0.000687,0,0.833333333,65,0.069630356,3,2.359504132,12.9546462,1111,58.16666667,28.33333333,"2013/7/26 18:26",559.5,1591.341313,0.194877829355593,1
"332",1370,1370,"RPGに定評あるゆっくり",10,10,"5.50E-04","5.50E-04",7,0.000605,0,1,45,0.053611427,3,2.409917355,0,9175,558,51,"2012/5/13 18:50",1027,10466.17621,0.341389044333689,0
"333",1371,1371,"Hamster＿Ｓｏｎｇ",9,9,"5.00E-04","5.00E-04",22,0.000558,0,1,36,0.05349245,3,2.410743802,0,11580,631,15,"2010/11/23 20:21",695,12403.43326,0.748203836251969,0
"334",1375,1375,"ﾍｪｰﾗﾛﾛｫｰﾙﾉｫｰﾉﾅｰｧｵｵｫｰ",10,10,"5.50E-04","5.50E-04",13,0.000574,0,1,45,0.046291193,3,2.365289256,0,26220,1659,179,"2011/10/2 13:11",1146,30465.90744,0.867183888429917,0
"335",1376,1376,"ｲｲﾊﾅｼｶﾅｰ.",9,9,"5.00E-04","5.00E-04",22,0.000512,0,1,36,0.058088992,3,2.382644628,0,12783.93281,1162.278045,543.414748,"2011/7/25 20:47",903.3026652,22004.20052,0.740494959899723,0
"336",1383,1383,"お疲レインボー",9,9,"5.00E-04","5.00E-04",14,0.000549,0,1,36,0.055428411,3,2.395041322,0,17245,552,48,"2010/9/29 21:25",541,18499.92496,0.214156823076798,0
"337",1384,1384,"ごまだれ",20,22,"0.001049108","0.001049108",14,0.000982,0,0.473684211,90,0.095924297,3,2.2,615.0905557,9883.5,378,134.75,"2011/2/7 23:56",816.75,12269.0062,0.753378739931328,0
"338",1387,1387,"コンボイの謎",10,10,"5.50E-04","5.50E-04",22,0.000591,0,1,45,0.057104317,3,2.409917355,0,3847,200,6,"2010/10/13 7:32",1068,4127.130767,0.979928058636818,0
"339",1398,1398,"お局の人",9,9,"5.00E-04","5.00E-04",22,0.000551,0,1,36,0.055867084,3,2.384297521,0,83362,3089,342,"2010/11/14 0:44",1018,91471.06117,0.936370640206812,0
"340",1402,1402,"アクションに定評のあるゆっくり",9,9,"5.00E-04","5.00E-04",22,0.000581,0,1,36,0.051740643,3,2.410743802,0,15036,795,54,"2010/11/17 0:56",1295,16601.21246,0.979554065681053,0
"341",1403,1403,"ケツだめし",10,10,"5.50E-04","5.50E-04",22,0.000579,0,1,45,0.057816601,3,2.375206612,0,324270,20342,772,"2010/11/19 14:18",948,354993.922,0.950281246234286,1
"342",1413,1413,"VIPRPG",9,9,"5.00E-04","5.00E-04",22,0.000542,0,1,36,0.054730736,3,2.410743802,0,5691,93,17,"2011/5/17 13:38",948,6037.50905,0.864427801779551,0
"343",1418,1418,"ナイト2000",10,10,"5.50E-04","5.50E-04",14,0.000574,0,1,45,0.026934129,3,2.680991736,0,9947,314,69,"2012/1/2 4:09",850,11286.45537,0.584237891895351,0
"344",1419,1419,"お米たベろー.ゆっくり声.",9,9,"5.00E-04","5.00E-04",14,0.00054,0,1,36,0.025826941,3,2.681818182,0,9431.480052,1116.596044,92.68305757,"2011/7/20 21:24",596.3683673,11821.15112,0.248300129308654,0
"345",1420,1420,"マザコン",10,20,"5.50E-04","5.50E-04",14,0.000509,0,1,45,0.041318135,3,2.621487603,0,1996,90,21,"2014/2/9 0:10",342,2397.155672,0.0344410686257284,0
"346",1421,1421,"エドモンド.ハミルトン",10,25,"5.50E-04","5.50E-04",14,0.000549,0,0.955555556,43,0.027849145,3,2.707438017,4.281916405,29154.73407,1691.770983,167.4791035,"2011/6/6 0:08",504.7961829,33266.40778,0.26361600932686,0
"347",1422,1422,"スターキング",10,45,"5.50E-04","5.50E-04",14,0.000549,0,0.955555556,43,0.027849145,3,2.707438017,4.281916405,1652.5,119.375,31.375,"2014/8/16 23:23",561,2234.597385,0.0664345535619897,0
"348",1423,1423,"東方",283,803,"0.01418794","0.01418794",14,0.012849401,0,0.053304263,2127,0.50240992,2,1.766115702,76116.37014,16382.69945,445.5519126,197.8469945,"2011/5/24 9:05",448.9781421,19784.29674,0.579637352189704,0
"349",1424,1424,"X3.38.",9,9,"5.00E-04","5.00E-04",14,0.00051,0,1,36,0.029293004,3,2.681818182,0,21752.53323,1292.211602,574.0951334,"2011/7/11 13:50",678.6823601,31585.47358,0.437999190862255,0
"350",1425,1425,"オブシディアス",10,10,"5.50E-04","5.50E-04",14,0.000629,0,1,45,0.020088557,3,2.72892562,0,374,19,5,"2015/10/13 2:29",282,467.0929648,0.0395254518674587,1
"351",1426,1426,"さとり教育",12,26,"6.49E-04","6.49E-04",14,0.000623,0,0.909090909,60,0.065181651,3,2.162809917,58.41335254,33165,893.6666667,185.3333333,"2009/6/18 7:39",273,36815.34462,0.162595313393391,0
"352",1427,1427,"カリスマ教師.さとり",12,17,"6.49E-04","6.49E-04",14,0.000641,0,0.848484848,56,0.035152506,3,2.675206612,1.619047619,27326.18556,882.7268805,218.016644,"2011/6/16 3:50",576.0709197,31451.75123,0.539008461854076,0
"353",1428,1428,"sims劇場",10,13,"5.50E-04","5.50E-04",14,0.000651,0,0.866666667,39,0.036676801,3,2.32892562,2.849025974,27389,906.5,164,"2012/7/27 13:09",1000.5,30726.62591,0.109235119673024,0
"354",1432,1432,"R-TYPE_Ⅱ",18,33,"9.49E-04","9.49E-04",15,0.000982,0,0.607843137,93,0.072169897,3,2.304958678,9.976190476,255047.75,6041.75,1239,"2010/11/24 14:55",1169.5,279535.351,0.880929339779539,1
"355",1433,1433,"カビキラー",9,9,"5.00E-04","5.00E-04",14,0.000496,0,1,36,0.027054686,3,2.708264463,0,19085,824,117,"2011/6/13 2:06",280,21630.09528,0.167897524117755,0
"356",1434,1434,"Xファイル",10,10,"5.50E-04","5.50E-04",14,0.000539,0,1,45,0.027730494,3,2.705785124,0,18739,622,111,"2011/7/7 2:26",238,21006.13127,0.115339384299002,0
"357",1437,1437,"ゆっくりしていってね！！！",180,585,"0.009042314","0.009042314",21,0.008104985,0,0.084357542,1359,0.359485976,3,1.854545455,37103.12996,18168.01325,537.2847682,279.6092715,"2010/6/3 7:06",209.5165563,22884.2316,0.579637352189704,0
"358",1439,1439,"R.TYPE_FINAL",9,9,"5.00E-04","5.00E-04",15,0.00053,0,1,36,0.056114896,3,2.311570248,0,17287.65148,1229.370368,194.4477385,"2011/6/30 7:23",686.8982831,21352.96653,0.137832460339268,0
"359",1449,1449,"ハートフルボッコ",13,13,"6.99E-04","6.99E-04",12,0.000726,0,0.615384615,48,0.065023917,3,2.236363636,275.5357685,11267.5,379.5,78,"2012/10/19 3:09",760,12804.71682,0.587535649441432,0
"360",1453,1453,"ここは俺に任せてお前らは寝ろ.",9,9,"5.00E-04","5.00E-04",14,0.000572,0,1,36,0.01911033,3,2.742975207,0,21685.70568,1230.599092,74.91826876,"2011/6/28 16:58",786.2510488,23974.21131,0.577992740652707,0
"361",1454,1454,"テルヨフ",17,19,"8.99E-04","8.99E-04",21,0.000841,0,0.544117647,74,0.059782797,3,2.482644628,131.0351588,200277,6521.666667,2960.333333,"2010/3/17 17:16",439.6666667,251000.9,0.827634824250271,1
"362",1455,1455,"アストロノーカ",9,9,"5.00E-04","5.00E-04",14,0.000507,0,1,36,0.03349314,3,2.646280992,0,2573,91,6,"2010/6/5 16:07",321,2750.898502,0.298455168083388,0
"363",1457,1457,"ミクオリジナル曲",16,45,"8.49E-04","8.49E-04",8,0.000808,0,0.616666667,74,0.045444287,3,2.616528926,93.54463512,1090.571429,30.71428571,44.85714286,"2011/1/4 13:27",219.7142857,1793.333894,0.079683100364722,1
"364",1459,1459,"こっちみんな",13,13,"6.99E-04","6.99E-04",17,0.000758,0,0.602564103,47,0.059545843,3,2.147933884,299.147189,16212.8,391.6,47.6,"2011/12/24 1:15",612.8,17309.19086,0.69072360056315,0
"365",1473,1473,"そらエラーも発生するわ",9,9,"5.00E-04","5.00E-04",21,0.000525,0,1,36,0.024739691,3,2.718181818,0,12202,701,83,"2008/8/12 22:40",180,14110.15917,0.74705648091533,0
"366",1476,1476,"みっくりしていってね...",10,10,"5.50E-04","5.50E-04",21,0.000524,0,1,45,0.03431047,3,2.672727273,0,17901.40797,927.3590373,255.5001334,"2011/6/2 9:54",586.9642715,22616.20598,0.870282223773489,0
"367",1477,1477,"pop.nでパロ",9,9,"5.00E-04","5.00E-04",17,0.000588,0,1,36,0.035456741,3,2.336363636,0,11087.25628,2063.003231,507.38491,"2011/7/3 11:21",673.2219062,20449.4141,0.0388590095798399,0
"368",1488,1488,"THE_FINAL_APOCALYPSE",10,10,"5.50E-04","5.50E-04",1,0.000598,0,1,45,0.016985389,3,2.82892562,0,3780,111,25,"2008/11/24 17:53",556,4262.853677,0.464315738846904,0
"369",1490,1490,"ザメハ",9,9,"5.00E-04","5.00E-04",14,0.000531,0,1,36,0.029376016,3,2.681818182,0,13944,599,205,"2008/12/3 4:54",303,17593.67121,0.475636804368094,0
"370",1491,1491,"there.mmmboP.",10,10,"5.50E-04","5.50E-04",8,0.000579,0,1,45,0.017330806,3,2.824793388,0,23900.61838,1146.993086,133.3050778,"2011/5/30 9:29",610.1097649,26994.94199,0.426365418420888,0
"371",1492,1492,"ドゥ.エデッデ",10,10,"5.50E-04","5.50E-04",21,0.000547,0,1,45,0.029740289,3,2.671900826,0,50206.46276,1516.762563,157.0128435,"2011/6/15 4:22",796.2377974,54034.07414,0.938702623747373,0
"372",1494,1494,"アウトとセーフの境界",10,10,"5.50E-04","5.50E-04",14,0.000536,0,1,45,0.030537289,3,2.707438017,0,22114,1067,222,"2012/2/11 1:46",574,26462.35286,0.315194192011082,0
"373",1495,1495,"アッー！！",10,10,"5.50E-04","5.50E-04",9,0.000517,0,1,45,0.028881847,3,2.785950413,0,16899,479,34,"2012/4/29 20:51",597,17874.82282,0.244435390181318,0
"374",1498,1498,"ニコニコ初等学校",10,10,"5.50E-04","5.50E-04",21,0.000516,0,1,45,0.045421982,3,2.590082645,0,11894,1089,269,"2009/3/11 23:15",386,16928.51004,0.87780171408609,0
