Id,Label,name,ave_view,ave_comment,ave_mylist,ave_starttime,end,ave_length,Points,training,modify_probability,Time Interval,Modularity Class
2132,2132,働くめ?くりシリーズ,44714.0,317.0,261.6,2011/4/18 0:00,2015/10/20 0:00,100.4,48952.78134,0,0.283769987,"<[1.3030524E12, 1.4452668E12]>",17
2655,2655,ボ?ダーブレイク外部出?,1389.0,94.0,4.25,2011/4/28 0:00,2015/10/20 0:00,727.25,1540.808833,1,0.0,"<[1.3039164E12, 1.4452668E12]>",18
1291,1291,つんでれん?,1421.5,93.0,6.0,2010/10/15 0:00,2015/10/20 0:00,390.0,1598.81174,1,0.0,"<[1.2870684E12, 1.4452668E12]>",18
5252,5252,できる?,1374.0,59.0,8.0,2013/3/24 0:00,2015/10/20 0:00,478.0,1550.584316,1,0.0,"<[1.3640508E12, 1.4452668E12]>",12
408,408,きめへ?,4733.285714,188.2857143,95.42857143,2012/10/3 0:00,2015/10/20 0:00,653.2857143,6345.933723,0,0.059990048,"<[1.34919E12, 1.4452668E12]>",12
1079,1079,ボ?ダーブレイク,696.5833333,54.16666667,2.916666667,2011/9/16 0:00,2015/10/20 0:00,653.875,790.6069954,1,0.0,"<[1.3160988E12, 1.4452668E12]>",18
320,320,BORDERBREAK,1006.4,83.2,3.6,2011/5/21 0:00,2015/10/20 0:00,636.5,1137.267911,1,0.0,"<[1.3059036E12, 1.4452668E12]>",18
6150,6150,祝っても?,20607.0,814.0,46.0,2010/8/9 0:00,2015/10/20 0:00,523.0,22080.13421,0,0.195639695,"<[1.2812796E12, 1.4452668E12]>",17
1323,1323,め?くり怪?,6301.07563,187.9187675,25.42577031,2013/6/21 0:00,2015/10/20 0:00,396.4033613,6864.960138,0,0.511249832,"<[1.3717404E12, 1.4452668E12]>",17
4762,4762,東方手描き一発ネタ,23095.66667,551.6666667,257.0,2009/4/11 0:00,2015/10/20 0:00,63.0,27489.60192,0,0.058149855,"<[1.2393756E12, 1.4452668E12]>",15
1454,1454,ッ?ヨ?,200277.0,6521.666667,2960.333333,2010/3/18 0:00,2015/10/20 0:00,439.6666667,251000.9,1,0.0,"<[1.268838E12, 1.4452668E12]>",15
4042,4042,どぁ?て最後そと?っ?.,15094.34234,1384.998931,516.190604,2011/6/22 0:00,2015/10/20 0:00,681.620689,24109.33408,0,0.912769639,"<[1.3086684E12, 1.4452668E12]>",17
129,129,アニメ,33029.0,1445.962963,420.3703704,2010/3/3 0:00,2015/10/20 0:00,370.3333333,40720.60194,0,0.511288491,"<[1.267542E12, 1.4452668E12]>",17
4367,4367,東方_シリーズPart1リンク,13863.0,225.5,362.5,2012/2/10 0:00,2015/10/20 0:00,209.5,19522.4812,0,0.014090032,"<[1.3287996E12, 1.4452668E12]>",15
4204,4204,東方手書き劇場,31886.43182,819.4772727,441.2727273,2010/11/17 0:00,2015/10/20 0:00,327.8863636,39304.74057,0,0.511249832,"<[1.2899196E12, 1.4452668E12]>",15
2190,2190,博麗霊夢,6917.8,197.9,83.4,2012/11/19 0:00,2015/10/20 0:00,526.5,8361.259819,0,0.514853491,"<[1.3532508E12, 1.4452668E12]>",15
391,391,カイザーP,14454.66667,440.6666667,129.6666667,2012/12/17 0:00,2015/10/20 0:00,390.3333333,16827.40907,0,0.0415809,"<[1.35567E12, 1.4452668E12]>",15
3558,3558,ここ?,22944.0,614.0,170.0,2013/4/21 0:00,2015/10/20 0:00,326.0,26092.11177,0,0.028697269,"<[1.36647E12, 1.4452668E12]>",15
1362,1362,MMD紙芝?,18215.75,377.0,142.875,2013/4/9 0:00,2015/10/20 0:00,313.625,20728.28897,0,0.640876509,"<[1.3654332E12, 1.4452668E12]>",15
4163,4163,ハッピ?エンド回,22944.0,614.0,170.0,2013/4/21 0:00,2015/10/20 0:00,326.0,26092.11177,0,0.028697269,"<[1.36647E12, 1.4452668E12]>",15
485,485,MMDドラ?,22675.66667,485.5,174.5,2013/4/15 0:00,2015/10/20 0:00,246.6666667,25768.56581,0,0.30598371,"<[1.3659516E12, 1.4452668E12]>",15
4698,4698,打ち??,30868.33333,1987.333333,155.6666667,2012/2/28 0:00,2015/10/20 0:00,442.0,35071.02612,0,0.058312962,"<[1.3303548E12, 1.4452668E12]>",18
249,249,ぽ?主失踪シリーズ,15775.75,622.125,234.6875,2012/5/8 0:00,2015/10/20 0:00,752.375,19894.91751,0,0.827080034,"<[1.3364028E12, 1.4452668E12]>",18
6132,6132,未?,5478.0,101.0,49.0,2012/11/10 0:00,2015/10/20 0:00,392.0,6312.187456,0,0.031679516,"<[1.3524732E12, 1.4452668E12]>",18
33,33,X3日?,13016.11213,1447.161905,387.7615867,2011/7/1 0:00,2015/10/20 0:00,751.2777462,20138.67888,0,0.418890321,"<[1.309446E12, 1.4452668E12]>",18
5701,5701,安定?1ターンキル,16096.0,234.0,68.0,2012/2/25 0:00,2015/10/20 0:00,467.0,17346.66081,0,0.088152736,"<[1.3300956E12, 1.4452668E12]>",18
4585,4585,最初からクライマックス,32097.0,747.6,302.4,2011/11/21 0:00,2015/10/20 0:00,688.4,37363.73857,0,0.867528388,"<[1.3218012E12, 1.4452668E12]>",18
5162,5162,ワンキル?,16096.0,234.0,68.0,2012/2/25 0:00,2015/10/20 0:00,467.0,17346.66081,0,0.088152736,"<[1.3300956E12, 1.4452668E12]>",18
2751,2751,スーメルの人,16086.5,265.0,46.75,2012/1/27 0:00,2015/10/20 0:00,476.5,17048.46753,0,0.082644178,"<[1.32759E12, 1.4452668E12]>",18
2942,2942,マウスカーソル,4451.333333,79.66666667,27.33333333,2008/9/4 0:00,2015/10/20 0:00,105.3333333,4939.607653,0,0.071930397,"<[1.220454E12, 1.4452668E12]>",17
2195,2195,め?くりファン巡回ルー?,32630.625,811.8333333,592.625,2011/2/2 0:00,2015/10/20 0:00,222.375,42312.4688,0,0.511249833,"<[1.2965724E12, 1.4452668E12]>",15
3566,3566,め?くりキバヤシ,18739.0,622.0,111.0,2011/7/7 0:00,2015/10/20 0:00,238.0,21006.13127,0,0.082367423,"<[1.3099644E12, 1.4452668E12]>",19
502,502,MMR,18739.0,622.0,111.0,2011/7/7 0:00,2015/10/20 0:00,238.0,21006.13127,0,0.082367423,"<[1.3099644E12, 1.4452668E12]>",19
4584,4584,バタンキュ.,14829.63521,1166.160923,209.2862922,2011/6/30 0:00,2015/10/20 0:00,770.7257134,19051.17047,0,0.527398277,"<[1.3093596E12, 1.4452668E12]>",18
121,121,お前が言ぁ?,12316.6,473.2,55.6,2010/10/13 0:00,2015/10/20 0:00,409.8,13606.36822,0,0.797645743,"<[1.2868956E12, 1.4452668E12]>",15
6176,6176,名状しがたきCoCのようなも?,14567.0,498.0,39.0,2012/4/4 0:00,2015/10/20 0:00,266.0,15633.58024,0,0.008468673,"<[1.3334652E12, 1.4452668E12]>",18
2747,2747,こいし?恋するクトゥルフTRPG,12272.71429,319.4285714,35.42857143,2012/4/29 0:00,2015/10/20 0:00,306.0,13115.49113,0,0.019024015,"<[1.3356252E12, 1.4452668E12]>",18
3306,3306,謎?感動,9513.5,521.9375,81.5,2010/12/2 0:00,2015/10/20 0:00,563.0,11231.0105,0,0.665026997,"<[1.2912156E12, 1.4452668E12]>",18
1115,1115,ポケモン,28826.75,908.875,234.875,2011/9/6 0:00,2015/10/20 0:00,804.375,33231.18777,0,0.79091956,"<[1.3152348E12, 1.4452668E12]>",18
429,429,X.かっせる,11415.8989,1742.744963,689.7708592,2011/7/10 0:00,2015/10/20 0:00,640.5237115,23285.89212,0,0.31817857,"<[1.3102236E12, 1.4452668E12]>",18
380,380,??????ﾁE??????ﾁE??,9567.0,452.8,66.8,2011/2/25 0:00,2015/10/20 0:00,843.8,11001.47325,0,0.973099183,"<[1.2985596E12, 1.4452668E12]>",18
2644,2644,め?くりロボット物実況最終回リンク,7865.909091,530.0,27.54545455,2011/2/12 0:00,2015/10/20 0:00,816.2727273,8775.743546,0,0.274046912,"<[1.2974364E12, 1.4452668E12]>",18
10,10,ガンダ?_戦?,4972.785714,181.1785714,10.67857143,2010/11/7 0:00,2015/10/20 0:00,474.7857143,5307.787011,0,0.252665292,"<[1.2890556E12, 1.4452668E12]>",18
2877,2877,もてなし過ぎなメガ?,3847.0,200.0,6.0,2010/10/13 0:00,2015/10/20 0:00,1068.0,4127.130767,0,0.975342029,"<[1.2868956E12, 1.4452668E12]>",18
2172,2172,め?くりレトロゲーの車窓か?,3013.6,152.6,6.4,2010/10/28 0:00,2015/10/20 0:00,1168.2,3254.860039,0,0.979343184,"<[1.2881916E12, 1.4452668E12]>",18
4144,4144,め?くりロヂ?マス,3847.0,200.0,6.0,2010/10/13 0:00,2015/10/20 0:00,1068.0,4127.130767,0,0.975342029,"<[1.2868956E12, 1.4452668E12]>",18
2162,2162,トランスフォーマ?,3847.0,200.0,6.0,2010/10/13 0:00,2015/10/20 0:00,1068.0,4127.130767,0,0.975342029,"<[1.2868956E12, 1.4452668E12]>",18
5590,5590,リア允E発した,146518.3333,12446.66667,282.0,2010/7/5 0:00,2015/10/20 0:00,853.3333333,162222.1747,1,0.0,"<[1.2782556E12, 1.4452668E12]>",18
1387,1387,コンボイの?,3847.0,200.0,6.0,2010/10/13 0:00,2015/10/20 0:00,1068.0,4127.130767,0,0.975342029,"<[1.2868956E12, 1.4452668E12]>",18
5817,5817,?E??服きろ.,15679.11014,1335.014588,392.0571683,2011/6/28 0:00,2015/10/20 0:00,681.1718383,22792.58967,0,0.023402789,"<[1.3091868E12, 1.4452668E12]>",18
184,184,STG,35238.6,1321.0,145.4,2010/12/15 0:00,2015/10/20 0:00,1106.4,38693.05768,0,0.829690309,"<[1.2923388E12, 1.4452668E12]>",18
5284,5284,物語?紡ぎ紡がれてぁ?,11705.0,497.0,56.0,2011/5/14 0:00,2015/10/20 0:00,1632.0,13021.84916,0,0.994927888,"<[1.3052988E12, 1.4452668E12]>",18
2145,2145,め?くり実況?レイ最終回リンク,25591.55462,1488.882353,104.0252101,2011/3/17 0:00,2015/10/20 0:00,1016.941176,28559.26962,0,0.511249832,"<[1.3002876E12, 1.4452668E12]>",18
4759,4759,博麗博物館作品リンク,4860.5,252.0,25.0,2008/7/5 0:00,2015/10/20 0:00,251.0,5475.139124,0,0.66126091,"<[1.2151836E12, 1.4452668E12]>",17
3586,3586,ローゼンメイッ?,4151.0,280.0,31.66666667,2010/6/15 0:00,2015/10/20 0:00,506.0,4888.432029,0,0.811211336,"<[1.2765276E12, 1.4452668E12]>",17
5741,5741,変?匁E??網,51482.0,2326.0,123.0,2011/5/7 0:00,2015/10/20 0:00,1429.0,55552.68152,0,0.990255379,"<[1.304694E12, 1.4452668E12]>",18
1782,1782,ヤンッ?,58156.81818,4258.818182,173.3636364,2010/11/16 0:00,2015/10/20 0:00,820.2727273,64726.30305,0,0.919284947,"<[1.2898332E12, 1.4452668E12]>",17
2807,2807,フンフンヂ?フェンス,51482.0,2326.0,123.0,2011/5/7 0:00,2015/10/20 0:00,1429.0,55552.68152,0,0.990255379,"<[1.304694E12, 1.4452668E12]>",18
1281,1281,ゴッ?エンペラー,51482.0,2326.0,123.0,2011/5/7 0:00,2015/10/20 0:00,1429.0,55552.68152,0,0.990255379,"<[1.304694E12, 1.4452668E12]>",18
2059,2059,ッ?,51482.0,2326.0,123.0,2011/5/7 0:00,2015/10/20 0:00,1429.0,55552.68152,0,0.990255379,"<[1.304694E12, 1.4452668E12]>",18
1179,1179,メダロッ?,16729.0,714.0,132.4,2011/6/6 0:00,2015/10/20 0:00,908.8,19399.99378,0,0.855409563,"<[1.307286E12, 1.4452668E12]>",18
2791,2791,棒読みちも?,1454.555556,44.77777778,8.333333333,2011/6/8 0:00,2015/10/20 0:00,240.5555556,1623.003431,1,0.0,"<[1.3074588E12, 1.4452668E12]>",17
2030,2030,AxisPowersヘタリア,6369.5,191.0,29.5,2010/4/20 0:00,2015/10/20 0:00,463.0,6997.464188,0,0.913148997,"<[1.2716892E12, 1.4452668E12]>",17
3438,3438,がんばりましょ?,6369.5,191.0,29.5,2010/4/20 0:00,2015/10/20 0:00,463.0,6997.464188,0,0.913148997,"<[1.2716892E12, 1.4452668E12]>",17
1236,1236,APヘタリア自由研究,6369.5,191.0,29.5,2010/4/20 0:00,2015/10/20 0:00,463.0,6997.464188,0,0.913148997,"<[1.2716892E12, 1.4452668E12]>",17
6308,6308,リアルヴァナ史,37082.0,2388.0,497.0,2009/1/23 0:00,2015/10/20 0:00,540.0,46782.31869,0,0.126622346,"<[1.2326364E12, 1.4452668E12]>",9
2963,2963,ブロンヂ?ス?,37082.0,2388.0,497.0,2009/1/23 0:00,2015/10/20 0:00,540.0,46782.31869,0,0.126622346,"<[1.2326364E12, 1.4452668E12]>",9
2681,2681,描いてみ?,4777.833333,163.0833333,251.5,2011/2/14 0:00,2015/10/20 0:00,502.5,8708.294548,0,0.544645696,"<[1.2976092E12, 1.4452668E12]>",17
3567,3567,め?くり自由帳,21570.66667,527.3333333,114.1111111,2011/2/8 0:00,2015/10/20 0:00,202.5555556,23797.14735,0,0.77374659,"<[1.2970908E12, 1.4452668E12]>",19
1433,1433,カビキラー,19085.0,824.0,117.0,2011/6/13 0:00,2015/10/20 0:00,280.0,21630.09528,0,0.123074514,"<[1.3078908E12, 1.4452668E12]>",19
4742,4742,漫?,3536.5,236.5,81.0,2011/2/22 0:00,2015/10/20 0:00,191.5,4973.487221,0,0.068560414,"<[1.2983004E12, 1.4452668E12]>",17
512,512,かわぁ??...,20335.73276,2212.762526,359.7918331,2011/7/8 0:00,2015/10/20 0:00,755.0661873,27731.63712,0,0.180395009,"<[1.3100508E12, 1.4452668E12]>",15
2205,2205,かわぁ??....1,19061.256,366.3704331,278.5340264,2011/6/6 0:00,2015/10/20 0:00,538.7368988,23598.82539,0,0.351650359,"<[1.307286E12, 1.4452668E12]>",19
498,498,アイ.マイ.まあ?.,36941.66467,1719.904891,173.6878798,2011/6/1 0:00,2015/10/20 0:00,539.1813665,41190.71798,0,0.441364862,"<[1.306854E12, 1.4452668E12]>",19
2916,2916,そ?動画.sm12329990,43109.88503,2085.413857,219.3021407,2011/6/9 0:00,2015/10/20 0:00,527.8963792,48389.06992,0,0.331273082,"<[1.3075452E12, 1.4452668E12]>",19
495,495,あらかわぁ?,23303.5,426.5,97.0,2010/10/5 0:00,2015/10/20 0:00,198.0,25177.36571,0,0.644571901,"<[1.2862044E12, 1.4452668E12]>",19
6212,6212,??らんとぁ?ことが?かっ?.,40737.52875,898.757955,151.4743228,2011/6/7 0:00,2015/10/20 0:00,720.5991594,43889.07135,0,0.936017999,"<[1.3073724E12, 1.4452668E12]>",17
1241,1241,FMEAutomator,13267.0,417.0,420.0,2010/11/1 0:00,2015/10/20 0:00,372.0,19971.67094,0,0.921688968,"<[1.2885372E12, 1.4452668E12]>",17
3440,3440,ニコ?,13267.0,417.0,420.0,2010/11/1 0:00,2015/10/20 0:00,372.0,19971.67094,0,0.921688968,"<[1.2885372E12, 1.4452668E12]>",17
272,272,FME,13267.0,417.0,420.0,2010/11/1 0:00,2015/10/20 0:00,372.0,19971.67094,0,0.921688968,"<[1.2885372E12, 1.4452668E12]>",17
3318,3318,丼?,2644.071429,52.64285714,22.35714286,2010/1/20 0:00,2015/10/20 0:00,673.7857143,3031.052232,0,0.217511413,"<[1.2639132E12, 1.4452668E12]>",18
2724,2724,め?くり解説実況?レイPart1リンク,2844.4,67.8,51.0,2010/10/31 0:00,2015/10/20 0:00,764.6,3675.648691,0,0.507608702,"<[1.2884508E12, 1.4452668E12]>",18
2678,2678,ユーザーニコ割,930.6,13.4,3.0,2009/10/13 0:00,2015/10/20 0:00,143.8,988.8103907,1,0.0,"<[1.2553596E12, 1.4452668E12]>",17
3894,3894,棒歌ロイドオリジナル曲,18771.57143,398.9285714,690.0,2010/10/31 0:00,2015/10/20 0:00,196.0,29512.48691,0,0.251429357,"<[1.2884508E12, 1.4452668E12]>",7
2949,2949,め?くりthere,53310.0,1223.0,2119.0,2008/12/7 0:00,2015/10/20 0:00,215.0,86291.59795,0,0.317192939,"<[1.2285756E12, 1.4452668E12]>",7
6303,6303,癒し曲リンク,46357.25,1012.25,2011.5,2009/5/26 0:00,2015/10/20 0:00,260.25,77521.25012,0,0.320376337,"<[1.2432636E12, 1.4452668E12]>",7
1491,1491,there.mmmboP.,23900.61838,1146.993086,133.3050778,2011/5/30 0:00,2015/10/20 0:00,610.1097649,26994.94199,0,0.247823247,"<[1.3066812E12, 1.4452668E12]>",7
5843,5843,靴も手もな?,40627.0,4596.0,604.0,2008/9/24 0:00,2015/10/20 0:00,260.0,53822.06614,0,0.902399253,"<[1.222182E12, 1.4452668E12]>",19
2675,2675,ワールドイズマイン,14091.0,1556.333333,211.6666667,2009/12/15 0:00,2015/10/20 0:00,263.6666667,18669.60154,0,0.889037671,"<[1.2608028E12, 1.4452668E12]>",19
5313,5313,人柱アリス,2852.0,175.0,34.0,2011/3/23 0:00,2015/10/20 0:00,302.0,3526.9951,0,0.129474979,"<[1.300806E12, 1.4452668E12]>",7
5704,5704,濯??時間の流れ,24450.0,277.0,45.0,2012/10/14 0:00,2015/10/20 0:00,169.0,25398.90259,0,0.012243124,"<[1.3501404E12, 1.4452668E12]>",18
4030,4030,初めてのクトゥル?,28498.66667,689.0,76.66666667,2012/10/17 0:00,2015/10/20 0:00,358.6666667,30321.44484,0,0.023699205,"<[1.3503996E12, 1.4452668E12]>",18
556,556,さるの,1595.333333,87.66666667,11.66666667,2011/4/6 0:00,2015/10/20 0:00,816.3333333,1853.464922,1,0.0,"<[1.3020156E12, 1.4452668E12]>",15
3926,3926,サ?_ネ?違和?,40966.0,499.0,66.0,2012/4/19 0:00,2015/10/20 0:00,781.0,42449.00445,0,0.297402899,"<[1.3347612E12, 1.4452668E12]>",18
1789,1789,め?くり実況?レイ単発リンク,13161.00926,642.3148148,60.62962963,2011/8/8 0:00,2015/10/20 0:00,801.462963,14683.01017,0,0.403932417,"<[1.3127292E12, 1.4452668E12]>",18
5090,5090,ファイト一発.允E??ちも?..,8008.040253,1998.281779,327.0040474,2011/6/30 0:00,2015/10/20 0:00,866.9717881,14524.95053,0,0.613537895,"<[1.3093596E12, 1.4452668E12]>",18
5087,5087,バグに愛されし?,40966.0,499.0,66.0,2012/4/19 0:00,2015/10/20 0:00,781.0,42449.00445,0,0.297402899,"<[1.3347612E12, 1.4452668E12]>",18
944,944,?????,27876.33333,353.3333333,48.33333333,2012/3/17 0:00,2015/10/20 0:00,730.3333333,28950.25177,0,0.236845954,"<[1.33191E12, 1.4452668E12]>",18
2646,2646,SE芸,40966.0,499.0,66.0,2012/4/19 0:00,2015/10/20 0:00,781.0,42449.00445,0,0.297402899,"<[1.3347612E12, 1.4452668E12]>",18
30,30,X.せんしゃのなかにあ?.,14464.65279,1522.883619,366.0365903,2011/7/9 0:00,2015/10/20 0:00,825.5819971,21336.27072,0,0.466188216,"<[1.3101372E12, 1.4452668E12]>",18
5335,5335,東方??無?,21528.0,1289.0,325.0,2012/3/28 0:00,2015/10/20 0:00,792.0,27620.20322,0,0.482470372,"<[1.3328604E12, 1.4452668E12]>",15
2954,2954,め?くり猥?,13491.72727,546.8181818,179.1818182,2010/9/14 0:00,2015/10/20 0:00,417.2727273,16705.24193,0,0.875773043,"<[1.28439E12, 1.4452668E12]>",15
6305,6305,?.?.巫女,14062.32219,1563.621662,164.6812146,2011/6/14 0:00,2015/10/20 0:00,594.7012178,17941.32889,0,0.55924038,"<[1.3079772E12, 1.4452668E12]>",15
572,572,X.オ?.禁符.鬼に肉?.,21776.38534,1410.045852,178.3027696,2011/6/16 0:00,2015/10/20 0:00,532.7106329,25775.87742,0,0.475593729,"<[1.30815E12, 1.4452668E12]>",15
3609,3609,ふた?.ちも?ね?,18030.63232,717.32185,213.0042756,2011/7/1 0:00,2015/10/20 0:00,617.8560362,21915.88093,0,0.816501697,"<[1.309446E12, 1.4452668E12]>",17
2260,2260,ほめ?,1645.0,65.5,24.0,2008/11/22 0:00,2015/10/20 0:00,360.5,2068.026521,0,0.823335029,"<[1.2272796E12, 1.4452668E12]>",17
6306,6306,?_れなか?画,1826.0,62.0,34.0,2008/11/19 0:00,2015/10/20 0:00,402.0,2396.0,0,0.858904124,"<[1.2270204E12, 1.4452668E12]>",17
576,576,BL,1123.5,35.0,17.5,2009/10/19 0:00,2015/10/20 0:00,403.0,1419.958333,1,0.0,"<[1.255878E12, 1.4452668E12]>",17
5302,5302,埼玉県民?イホイ,169083.0,4219.0,1413.0,2011/10/14 0:00,2015/10/20 0:00,627.5,194395.12,1,0.0,"<[1.318518E12, 1.4452668E12]>",3
3450,3450,ボカロメタル,6369.0,260.3333333,197.3333333,2011/7/23 0:00,2015/10/20 0:00,178.6666667,9579.405582,0,0.006779929,"<[1.3113468E12, 1.4452668E12]>",3
5133,5133,仕方なね,57380.0,1967.0,871.0,2011/5/7 0:00,2015/10/20 0:00,1208.0,72347.74863,0,0.959103759,"<[1.304694E12, 1.4452668E12]>",18
5137,5137,東方野球,4871.0,250.0,62.0,2011/7/21 0:00,2015/10/20 0:00,1249.0,6038.941347,0,0.922591833,"<[1.311174E12, 1.4452668E12]>",18
1196,1196,パワプロ,17588.66667,753.3333333,155.3333333,2012/4/24 0:00,2015/10/20 0:00,1354.833333,20641.3193,0,0.96838586,"<[1.3351932E12, 1.4452668E12]>",18
5668,5668,梁E???,4871.0,250.0,62.0,2011/7/21 0:00,2015/10/20 0:00,1249.0,6038.941347,0,0.922591833,"<[1.311174E12, 1.4452668E12]>",18
177,177,X.勝率.打率,12316.03765,788.3465372,416.568985,2011/7/12 0:00,2015/10/20 0:00,703.8455904,19306.95399,0,0.220443498,"<[1.3103964E12, 1.4452668E12]>",18
5663,5663,仕方なねの人,57380.0,1967.0,871.0,2011/5/7 0:00,2015/10/20 0:00,1208.0,72347.74863,0,0.959103759,"<[1.304694E12, 1.4452668E12]>",18
3381,3381,ピ?助山,57380.0,1967.0,871.0,2011/5/7 0:00,2015/10/20 0:00,1208.0,72347.74863,0,0.959103759,"<[1.304694E12, 1.4452668E12]>",18
6156,6156,石愛?.後?半ブロヂ?である,13110.51329,970.5401662,236.7194836,2011/7/7 0:00,2015/10/20 0:00,572.0215686,17566.05697,0,0.188234438,"<[1.3099644E12, 1.4452668E12]>",18
1972,1972,ぁ?ぷぬ?,57380.0,1967.0,871.0,2011/5/7 0:00,2015/10/20 0:00,1208.0,72347.74863,0,0.959103759,"<[1.304694E12, 1.4452668E12]>",18
4609,4609,メリケンクオリヂ?,17330.0,453.0,296.0,2012/10/16 0:00,2015/10/20 0:00,885.0,22211.64932,0,0.773162013,"<[1.3503132E12, 1.4452668E12]>",18
243,243,X9.02から戦?,27811.5572,951.5769716,251.1406247,2011/6/2 0:00,2015/10/20 0:00,540.7697057,32499.03481,0,0.422413212,"<[1.3069404E12, 1.4452668E12]>",18
5039,5039,腹筋崩?,39631.0,1429.727273,239.2727273,2011/1/2 0:00,2015/10/20 0:00,883.0,44600.32375,0,0.961684521,"<[1.293894E12, 1.4452668E12]>",18
3468,3468,それも私だ,33525.0,1441.0,87.0,2011/12/19 0:00,2015/10/20 0:00,1730.0,36211.76168,0,0.989224351,"<[1.3242204E12, 1.4452668E12]>",18
6227,6227,越前の本?.,9795.155044,1483.115945,432.6163475,2011/7/23 0:00,2015/10/20 0:00,788.9542586,17579.68817,0,0.481036784,"<[1.3113468E12, 1.4452668E12]>",18
1295,1295,ADA?????ありがたさが??る動画,33525.0,1441.0,87.0,2011/12/19 0:00,2015/10/20 0:00,1730.0,36211.76168,0,0.989224351,"<[1.3242204E12, 1.4452668E12]>",18
6228,6228,越前以?,36267.0,1594.0,76.0,2011/10/3 0:00,2015/10/20 0:00,1586.0,38934.02486,0,0.98648566,"<[1.3175676E12, 1.4452668E12]>",18
5213,5213,処刑用BGM,36267.0,1594.0,76.0,2011/10/3 0:00,2015/10/20 0:00,1586.0,38934.02486,0,0.98648566,"<[1.3175676E12, 1.4452668E12]>",18
2820,2820,ゴッ?通り?,36267.0,1594.0,76.0,2011/10/3 0:00,2015/10/20 0:00,1586.0,38934.02486,0,0.98648566,"<[1.3175676E12, 1.4452668E12]>",18
4090,4090,シェンロンガンダ?_,27678.0,393.0,60.0,2010/9/20 0:00,2015/10/20 0:00,559.0,28965.50965,0,0.384537805,"<[1.2849084E12, 1.4452668E12]>",18
3475,3475,ご?,27678.0,393.0,60.0,2010/9/20 0:00,2015/10/20 0:00,559.0,28965.50965,0,0.384537805,"<[1.2849084E12, 1.4452668E12]>",18
5751,5751,め?くり様?本当に潔癖??お方,27678.0,393.0,60.0,2010/9/20 0:00,2015/10/20 0:00,559.0,28965.50965,0,0.384537805,"<[1.2849084E12, 1.4452668E12]>",18
354,354,ACE,28790.66667,490.0,56.66666667,2010/9/16 0:00,2015/10/20 0:00,558.3333333,30122.48256,0,0.769486348,"<[1.2845628E12, 1.4452668E12]>",18
4646,4646,予告詐欺,36267.0,1594.0,76.0,2011/10/3 0:00,2015/10/20 0:00,1586.0,38934.02486,0,0.98648566,"<[1.3175676E12, 1.4452668E12]>",18
1301,1301,ADAの人,31232.8,901.0,66.6,2011/3/3 0:00,2015/10/20 0:00,998.2,33107.5891,0,0.795993289,"<[1.299078E12, 1.4452668E12]>",18
4763,4763,最低速?別れ??,12202.0,701.0,83.0,2008/8/13 0:00,2015/10/20 0:00,180.0,14110.15917,0,0.785248253,"<[1.2185532E12, 1.4452668E12]>",19
3583,3583,初音ミクの消失,12202.0,701.0,83.0,2008/8/13 0:00,2015/10/20 0:00,180.0,14110.15917,0,0.785248253,"<[1.2185532E12, 1.4452668E12]>",19
1473,1473,そらエラーも発生するわ,12202.0,701.0,83.0,2008/8/13 0:00,2015/10/20 0:00,180.0,14110.15917,0,0.785248253,"<[1.2185532E12, 1.4452668E12]>",19
6529,6529,音程が来?,5593.25,184.0,107.0,2011/4/12 0:00,2015/10/20 0:00,318.5,7376.496336,0,0.132111048,"<[1.302534E12, 1.4452668E12]>",7
1029,1029,VOCALOID.UTAUカバ?曲,23348.68367,1564.96056,243.3705805,2011/5/26 0:00,2015/10/20 0:00,664.5310285,28466.85031,0,0.353321114,"<[1.3063356E12, 1.4452668E12]>",7
5703,5703,め?芋P,1915.0,65.0,12.0,2012/10/13 0:00,2015/10/20 0:00,458.0,2157.879016,0,0.002570817,"<[1.350054E12, 1.4452668E12]>",7
677,677,HANASU,3548.0,37.66666667,54.0,2012/2/9 0:00,2015/10/20 0:00,267.0,4395.276857,0,1.97E-6,"<[1.3287132E12, 1.4452668E12]>",7
6131,6131,早く次の動画を撮るべきだ..3.,4639.028032,1837.347962,395.5232795,2011/7/9 0:00,2015/10/20 0:00,761.1585003,11917.97126,0,0.213419892,"<[1.3101372E12, 1.4452668E12]>",18
3924,3924,ポイント制,3331.0,334.0,2.0,2011/4/12 0:00,2015/10/20 0:00,351.0,3664.578402,0,0.036962471,"<[1.302534E12, 1.4452668E12]>",18
3307,3307,??ﾞｰ??ﾞｰ????????ｲ?????,3331.0,334.0,2.0,2011/4/12 0:00,2015/10/20 0:00,351.0,3664.578402,0,0.036962471,"<[1.302534E12, 1.4452668E12]>",18
26,26,civ4,1326.722222,157.0,4.611111111,2011/10/28 0:00,2015/10/20 0:00,520.2222222,1536.32741,1,0.0,"<[1.3197276E12, 1.4452668E12]>",18
6180,6180,真っ白な街と真っ黒なセロス,10178.0,278.0,17.0,2012/5/12 0:00,2015/10/20 0:00,415.0,10703.62064,0,0.053523038,"<[1.3367484E12, 1.4452668E12]>",18
5691,5691,最終?E器カラダで払う,10178.0,278.0,17.0,2012/5/12 0:00,2015/10/20 0:00,415.0,10703.62064,0,0.053523038,"<[1.3367484E12, 1.4452668E12]>",18
